date,channel_id,channel_name,campaign_id,campaign_name,geo_id,market,platform,spend_gbp,impressions,clicks,reach,video_views,currency
2024-03-31,CH05,YouTube,CMP_YOU_BRI,YouTube Always-on Bristol,G05,Bristol,Google Ads,61.56,5294,24,4405,2412,GBP
2024-03-31,CH06,Display,CMP_DIS_BRI,Display Always-on Bristol,G05,Bristol,DV360,47.88,9552,35,6311,4621,GBP
2024-03-31,CH01,Paid Search - Brand,CMP_PAI_GLA,Paid Search - Brand Always-on Glasgow,G06,Glasgow,Google Ads,74.74,1016,85,788,0,GBP
2024-03-31,CH02,Paid Search - Non-Brand,CMP_PAI_GLA,Paid Search - Non-Brand Always-on Glasgow,G06,Glasgow,Google Ads,117.03,1742,73,1057,0,GBP
2024-03-31,CH03,Paid Social,CMP_PAI_GLA,Paid Social Always-on Glasgow,G06,Glasgow,Meta,104.24,10135,108,6504,4126,GBP
2024-03-31,CH04,LinkedIn,CMP_LIN_GLA,LinkedIn Always-on Glasgow,G06,Glasgow,LinkedIn Ads,91.58,2504,22,1879,0,GBP
2024-03-31,CH05,YouTube,CMP_YOU_GLA,YouTube Always-on Glasgow,G06,Glasgow,Google Ads,70.16,6146,40,3835,3315,GBP
2024-03-31,CH06,Display,CMP_DIS_GLA,Display Always-on Glasgow,G06,Glasgow,DV360,38.77,7891,27,6166,4233,GBP
2024-03-31,CH01,Paid Search - Brand,CMP_PAI_LIV,Paid Search - Brand Always-on Liverpool,G07,Liverpool,Google Ads,51.26,623,51,377,0,GBP
2024-03-31,CH02,Paid Search - Non-Brand,CMP_PAI_LIV,Paid Search - Non-Brand Always-on Liverpool,G07,Liverpool,Google Ads,151.41,2006,84,1319,0,GBP
2024-03-31,CH03,Paid Social,CMP_PAI_LIV,Paid Social Always-on Liverpool,G07,Liverpool,Meta,94.77,9985,151,6629,5846,GBP
2024-03-31,CH04,LinkedIn,CMP_LIN_LIV,LinkedIn Always-on Liverpool,G07,Liverpool,LinkedIn Ads,124.97,3642,28,2908,0,GBP
2024-03-31,CH05,YouTube,CMP_YOU_LIV,YouTube Always-on Liverpool,G07,Liverpool,Google Ads,88.05,7323,41,4741,3018,GBP
2024-03-31,CH06,Display,CMP_DIS_LIV,Display Always-on Liverpool,G07,Liverpool,DV360,52.12,10560,38,7957,6820,GBP
2024-03-31,CH01,Paid Search - Brand,CMP_PAI_SHE,Paid Search - Brand Always-on Sheffield,G08,Sheffield,Google Ads,60.84,717,61,413,0,GBP
2024-03-31,CH02,Paid Search - Non-Brand,CMP_PAI_SHE,Paid Search - Non-Brand Always-on Sheffield,G08,Sheffield,Google Ads,79.86,1253,64,831,0,GBP
2024-03-31,CH03,Paid Social,CMP_PAI_SHE,Paid Social Always-on Sheffield,G08,Sheffield,Meta,76.03,7503,80,6106,3139,GBP
2024-03-31,CH04,LinkedIn,CMP_LIN_SHE,LinkedIn Always-on Sheffield,G08,Sheffield,LinkedIn Ads,66.06,1931,18,1087,0,GBP
2024-03-31,CH05,YouTube,CMP_YOU_SHE,YouTube Always-on Sheffield,G08,Sheffield,Google Ads,81.2,7300,40,5967,3480,GBP
2024-03-31,CH06,Display,CMP_DIS_SHE,Display Always-on Sheffield,G08,Sheffield,DV360,28.85,5873,15,4207,3813,GBP
2024-03-31,CH01,Paid Search - Brand,CMP_PAI_EDI,Paid Search - Brand Always-on Edinburgh,G09,Edinburgh,Google Ads,51.46,592,54,470,0,GBP
2024-03-31,CH02,Paid Search - Non-Brand,CMP_PAI_EDI,Paid Search - Non-Brand Always-on Edinburgh,G09,Edinburgh,Google Ads,96.45,1567,67,1116,0,GBP
2024-03-31,CH03,Paid Social,CMP_PAI_EDI,Paid Social Always-on Edinburgh,G09,Edinburgh,Meta,82.91,8501,114,5611,4454,GBP
2024-03-31,CH04,LinkedIn,CMP_LIN_EDI,LinkedIn Always-on Edinburgh,G09,Edinburgh,LinkedIn Ads,86.15,2348,17,1754,0,GBP
2024-03-31,CH05,YouTube,CMP_YOU_EDI,YouTube Always-on Edinburgh,G09,Edinburgh,Google Ads,73.63,5776,38,3188,2139,GBP
2024-03-31,CH06,Display,CMP_DIS_EDI,Display Always-on Edinburgh,G09,Edinburgh,DV360,43.91,8429,32,6556,2979,GBP
2024-03-31,CH01,Paid Search - Brand,CMP_PAI_CAR,Paid Search - Brand Always-on Cardiff,G10,Cardiff,Google Ads,60.88,767,74,649,0,GBP
2024-03-31,CH02,Paid Search - Non-Brand,CMP_PAI_CAR,Paid Search - Non-Brand Always-on Cardiff,G10,Cardiff,Google Ads,89.9,1410,71,1163,0,GBP
2024-03-31,CH03,Paid Social,CMP_PAI_CAR,Paid Social Always-on Cardiff,G10,Cardiff,Meta,89.7,9445,119,7276,5174,GBP
2024-03-31,CH04,LinkedIn,CMP_LIN_CAR,LinkedIn Always-on Cardiff,G10,Cardiff,LinkedIn Ads,55.09,1598,13,880,0,GBP
2024-03-31,CH05,YouTube,CMP_YOU_CAR,YouTube Always-on Cardiff,G10,Cardiff,Google Ads,46.19,3475,18,2400,2527,GBP
2024-03-31,CH06,Display,CMP_DIS_CAR,Display Always-on Cardiff,G10,Cardiff,DV360,28.43,5803,15,3891,3792,GBP
2024-04-01,CH01,Paid Search - Brand,CMP_PAI_LON,Paid Search - Brand Always-on London,G01,London,Google Ads,164.39,1947,168,1276,0,GBP
2024-04-01,CH02,Paid Search - Non-Brand,CMP_PAI_LON,Paid Search - Non-Brand Always-on London,G01,London,Google Ads,262.28,4078,167,2715,0,GBP
2024-04-01,CH03,Paid Social,CMP_PAI_LON,Paid Social Always-on London,G01,London,Meta,306.48,30377,404,23331,11009,GBP
2024-04-01,CH04,LinkedIn,CMP_LIN_LON,LinkedIn Always-on London,G01,London,LinkedIn Ads,233.33,7033,58,4890,0,GBP
2024-04-01,CH05,YouTube,CMP_YOU_LON,YouTube Always-on London,G01,London,Google Ads,165.58,13652,81,9130,9757,GBP
2024-04-01,CH06,Display,CMP_DIS_LON,Display Always-on London,G01,London,DV360,161.99,32231,96,25408,15636,GBP
2024-04-01,CH01,Paid Search - Brand,CMP_PAI_MAN,Paid Search - Brand Always-on Manchester,G02,Manchester,Google Ads,108.39,1356,114,1152,0,GBP
2024-04-01,CH02,Paid Search - Non-Brand,CMP_PAI_MAN,Paid Search - Non-Brand Always-on Manchester,G02,Manchester,Google Ads,228.82,3505,173,2071,0,GBP
2024-04-01,CH03,Paid Social,CMP_PAI_MAN,Paid Social Always-on Manchester,G02,Manchester,Meta,210.43,19696,200,13156,7032,GBP
2024-04-01,CH04,LinkedIn,CMP_LIN_MAN,LinkedIn Always-on Manchester,G02,Manchester,LinkedIn Ads,133.13,3826,31,2741,0,GBP
2024-04-01,CH05,YouTube,CMP_YOU_MAN,YouTube Always-on Manchester,G02,Manchester,Google Ads,123.44,10397,54,8807,7103,GBP
2024-04-01,CH06,Display,CMP_DIS_MAN,Display Always-on Manchester,G02,Manchester,DV360,71.83,14749,44,8800,10202,GBP
2024-04-01,CH01,Paid Search - Brand,CMP_PAI_BIR,Paid Search - Brand Always-on Birmingham,G03,Birmingham,Google Ads,88.19,1095,115,652,0,GBP
2024-04-01,CH02,Paid Search - Non-Brand,CMP_PAI_BIR,Paid Search - Non-Brand Always-on Birmingham,G03,Birmingham,Google Ads,175.78,2799,114,2064,0,GBP
2024-04-01,CH03,Paid Social,CMP_PAI_BIR,Paid Social Always-on Birmingham,G03,Birmingham,Meta,163.95,18052,187,14200,13030,GBP
2024-04-01,CH04,LinkedIn,CMP_LIN_BIR,LinkedIn Always-on Birmingham,G03,Birmingham,LinkedIn Ads,167.91,4867,44,3703,0,GBP
2024-04-01,CH05,YouTube,CMP_YOU_BIR,YouTube Always-on Birmingham,G03,Birmingham,Google Ads,114.18,10902,69,6925,4467,GBP
2024-04-01,CH06,Display,CMP_DIS_BIR,Display Always-on Birmingham,G03,Birmingham,DV360,85.63,17633,56,12215,6702,GBP
2024-04-01,CH01,Paid Search - Brand,CMP_PAI_LEE,Paid Search - Brand Always-on Leeds,G04,Leeds,Google Ads,76.15,1052,110,644,0,GBP
2024-04-01,CH02,Paid Search - Non-Brand,CMP_PAI_LEE,Paid Search - Non-Brand Always-on Leeds,G04,Leeds,Google Ads,188.57,2909,125,2169,0,GBP
2024-04-01,CH03,Paid Social,CMP_PAI_LEE,Paid Social Always-on Leeds,G04,Leeds,Meta,103.06,11094,151,6461,5458,GBP
2024-04-01,CH04,LinkedIn,CMP_LIN_LEE,LinkedIn Always-on Leeds,G04,Leeds,LinkedIn Ads,123.03,3480,29,2927,0,GBP
2024-04-01,CH05,YouTube,CMP_YOU_LEE,YouTube Always-on Leeds,G04,Leeds,Google Ads,108.2,9052,54,7534,4186,GBP
2024-04-01,CH06,Display,CMP_DIS_LEE,Display Always-on Leeds,G04,Leeds,DV360,77.53,15821,46,12768,11828,GBP
2024-04-01,CH01,Paid Search - Brand,CMP_PAI_BRI,Paid Search - Brand Always-on Bristol,G05,Bristol,Google Ads,95.0,1201,126,851,0,GBP
2024-04-01,CH02,Paid Search - Non-Brand,CMP_PAI_BRI,Paid Search - Non-Brand Always-on Bristol,G05,Bristol,Google Ads,194.44,3066,120,1844,0,GBP
2024-04-01,CH03,Paid Social,CMP_PAI_BRI,Paid Social Always-on Bristol,G05,Bristol,Meta,135.46,14194,175,10090,6905,GBP
2024-04-01,CH04,LinkedIn,CMP_LIN_BRI,LinkedIn Always-on Bristol,G05,Bristol,LinkedIn Ads,80.35,2146,12,1742,0,GBP
2024-04-01,CH05,YouTube,CMP_YOU_BRI,YouTube Always-on Bristol,G05,Bristol,Google Ads,99.28,8673,51,6325,5750,GBP
2024-04-01,CH06,Display,CMP_DIS_BRI,Display Always-on Bristol,G05,Bristol,DV360,64.27,13022,40,10958,5658,GBP
2024-04-01,CH01,Paid Search - Brand,CMP_PAI_GLA,Paid Search - Brand Always-on Glasgow,G06,Glasgow,Google Ads,73.68,930,79,634,0,GBP
2024-04-01,CH02,Paid Search - Non-Brand,CMP_PAI_GLA,Paid Search - Non-Brand Always-on Glasgow,G06,Glasgow,Google Ads,143.02,2368,105,1739,0,GBP
2024-04-01,CH03,Paid Social,CMP_PAI_GLA,Paid Social Always-on Glasgow,G06,Glasgow,Meta,141.28,13923,178,9775,7637,GBP
2024-04-01,CH04,LinkedIn,CMP_LIN_GLA,LinkedIn Always-on Glasgow,G06,Glasgow,LinkedIn Ads,83.96,2182,18,1657,0,GBP
2024-04-01,CH05,YouTube,CMP_YOU_GLA,YouTube Always-on Glasgow,G06,Glasgow,Google Ads,95.98,8267,52,5670,5426,GBP
2024-04-01,CH06,Display,CMP_DIS_GLA,Display Always-on Glasgow,G06,Glasgow,DV360,68.28,13773,34,8551,6360,GBP
2024-04-01,CH01,Paid Search - Brand,CMP_PAI_LIV,Paid Search - Brand Always-on Liverpool,G07,Liverpool,Google Ads,107.23,1209,107,740,0,GBP
2024-04-01,CH02,Paid Search - Non-Brand,CMP_PAI_LIV,Paid Search - Non-Brand Always-on Liverpool,G07,Liverpool,Google Ads,179.54,2843,124,2335,0,GBP
2024-04-01,CH03,Paid Social,CMP_PAI_LIV,Paid Social Always-on Liverpool,G07,Liverpool,Meta,164.11,16276,163,11389,9091,GBP
2024-04-01,CH04,LinkedIn,CMP_LIN_LIV,LinkedIn Always-on Liverpool,G07,Liverpool,LinkedIn Ads,139.33,4145,35,2665,0,GBP
2024-04-01,CH05,YouTube,CMP_YOU_LIV,YouTube Always-on Liverpool,G07,Liverpool,Google Ads,113.27,10403,61,8073,6757,GBP
2024-04-01,CH06,Display,CMP_DIS_LIV,Display Always-on Liverpool,G07,Liverpool,DV360,49.25,9319,28,6141,6256,GBP
2024-04-01,CH01,Paid Search - Brand,CMP_PAI_SHE,Paid Search - Brand Always-on Sheffield,G08,Sheffield,Google Ads,74.38,888,73,542,0,GBP
2024-04-01,CH02,Paid Search - Non-Brand,CMP_PAI_SHE,Paid Search - Non-Brand Always-on Sheffield,G08,Sheffield,Google Ads,151.87,2145,98,1354,0,GBP
2024-04-01,CH03,Paid Social,CMP_PAI_SHE,Paid Social Always-on Sheffield,G08,Sheffield,Meta,123.75,11352,146,8583,4586,GBP
2024-04-01,CH04,LinkedIn,CMP_LIN_SHE,LinkedIn Always-on Sheffield,G08,Sheffield,LinkedIn Ads,68.99,1848,14,1467,0,GBP
2024-04-01,CH05,YouTube,CMP_YOU_SHE,YouTube Always-on Sheffield,G08,Sheffield,Google Ads,93.47,7839,41,4515,5559,GBP
2024-04-01,CH06,Display,CMP_DIS_SHE,Display Always-on Sheffield,G08,Sheffield,DV360,56.98,11515,41,7541,5249,GBP
2024-04-01,CH01,Paid Search - Brand,CMP_PAI_EDI,Paid Search - Brand Always-on Edinburgh,G09,Edinburgh,Google Ads,49.05,619,61,523,0,GBP
2024-04-01,CH02,Paid Search - Non-Brand,CMP_PAI_EDI,Paid Search - Non-Brand Always-on Edinburgh,G09,Edinburgh,Google Ads,163.43,2695,111,1500,0,GBP
2024-04-01,CH03,Paid Social,CMP_PAI_EDI,Paid Social Always-on Edinburgh,G09,Edinburgh,Meta,152.26,15401,202,9549,5600,GBP
2024-04-01,CH04,LinkedIn,CMP_LIN_EDI,LinkedIn Always-on Edinburgh,G09,Edinburgh,LinkedIn Ads,101.42,2705,19,1634,0,GBP
2024-04-01,CH05,YouTube,CMP_YOU_EDI,YouTube Always-on Edinburgh,G09,Edinburgh,Google Ads,77.0,6773,42,3986,2430,GBP
2024-04-01,CH06,Display,CMP_DIS_EDI,Display Always-on Edinburgh,G09,Edinburgh,DV360,50.65,10536,33,7503,5093,GBP
2024-04-01,CH01,Paid Search - Brand,CMP_PAI_CAR,Paid Search - Brand Always-on Cardiff,G10,Cardiff,Google Ads,69.22,881,75,508,0,GBP
2024-04-01,CH02,Paid Search - Non-Brand,CMP_PAI_CAR,Paid Search - Non-Brand Always-on Cardiff,G10,Cardiff,Google Ads,93.35,1453,78,861,0,GBP
2024-04-01,CH03,Paid Social,CMP_PAI_CAR,Paid Social Always-on Cardiff,G10,Cardiff,Meta,107.5,10429,132,7341,4159,GBP
2024-04-01,CH04,LinkedIn,CMP_LIN_CAR,LinkedIn Always-on Cardiff,G10,Cardiff,LinkedIn Ads,73.1,2041,15,1196,0,GBP
2024-04-01,CH05,YouTube,CMP_YOU_CAR,YouTube Always-on Cardiff,G10,Cardiff,Google Ads,72.63,5886,26,3650,2441,GBP
2024-04-01,CH06,Display,CMP_DIS_CAR,Display Always-on Cardiff,G10,Cardiff,DV360,48.8,9442,26,5811,6550,GBP
2024-04-02,CH01,Paid Search - Brand,CMP_PAI_LON,Paid Search - Brand Always-on London,G01,London,Google Ads,192.16,2589,266,2096,0,GBP
2024-04-02,CH02,Paid Search - Non-Brand,CMP_PAI_LON,Paid Search - Non-Brand Always-on London,G01,London,Google Ads,312.38,4594,252,3294,0,GBP
2024-04-02,CH03,Paid Social,CMP_PAI_LON,Paid Social Always-on London,G01,London,Meta,223.59,21234,250,16343,8245,GBP
2024-04-02,CH04,LinkedIn,CMP_LIN_LON,LinkedIn Always-on London,G01,London,LinkedIn Ads,193.99,5211,47,3844,0,GBP
2024-04-02,CH05,YouTube,CMP_YOU_LON,YouTube Always-on London,G01,London,Google Ads,211.85,18066,105,14390,11950,GBP
2024-04-02,CH06,Display,CMP_DIS_LON,Display Always-on London,G01,London,DV360,106.55,19515,62,16391,12094,GBP
2024-04-02,CH01,Paid Search - Brand,CMP_PAI_MAN,Paid Search - Brand Always-on Manchester,G02,Manchester,Google Ads,112.46,1310,114,781,0,GBP
2024-04-02,CH02,Paid Search - Non-Brand,CMP_PAI_MAN,Paid Search - Non-Brand Always-on Manchester,G02,Manchester,Google Ads,242.43,3757,155,2445,0,GBP
2024-04-02,CH03,Paid Social,CMP_PAI_MAN,Paid Social Always-on Manchester,G02,Manchester,Meta,168.72,15965,207,13276,8193,GBP
2024-04-02,CH04,LinkedIn,CMP_LIN_MAN,LinkedIn Always-on Manchester,G02,Manchester,LinkedIn Ads,148.36,3827,36,2934,0,GBP
2024-04-02,CH05,YouTube,CMP_YOU_MAN,YouTube Always-on Manchester,G02,Manchester,Google Ads,150.59,13873,84,10888,7158,GBP
2024-04-02,CH06,Display,CMP_DIS_MAN,Display Always-on Manchester,G02,Manchester,DV360,82.98,18547,50,15006,13330,GBP
2024-04-02,CH01,Paid Search - Brand,CMP_PAI_BIR,Paid Search - Brand Always-on Birmingham,G03,Birmingham,Google Ads,144.78,1757,157,1076,0,GBP
2024-04-02,CH02,Paid Search - Non-Brand,CMP_PAI_BIR,Paid Search - Non-Brand Always-on Birmingham,G03,Birmingham,Google Ads,257.06,4156,218,3133,0,GBP
2024-04-02,CH03,Paid Social,CMP_PAI_BIR,Paid Social Always-on Birmingham,G03,Birmingham,Meta,167.88,16911,194,12345,12364,GBP
2024-04-02,CH04,LinkedIn,CMP_LIN_BIR,LinkedIn Always-on Birmingham,G03,Birmingham,LinkedIn Ads,160.35,4237,34,2986,0,GBP
2024-04-02,CH05,YouTube,CMP_YOU_BIR,YouTube Always-on Birmingham,G03,Birmingham,Google Ads,146.08,12600,88,8800,7633,GBP
2024-04-02,CH06,Display,CMP_DIS_BIR,Display Always-on Birmingham,G03,Birmingham,DV360,64.49,12364,38,7305,8091,GBP
2024-04-02,CH01,Paid Search - Brand,CMP_PAI_LEE,Paid Search - Brand Always-on Leeds,G04,Leeds,Google Ads,80.55,1079,75,905,0,GBP
2024-04-02,CH02,Paid Search - Non-Brand,CMP_PAI_LEE,Paid Search - Non-Brand Always-on Leeds,G04,Leeds,Google Ads,154.25,2348,121,1301,0,GBP
2024-04-02,CH03,Paid Social,CMP_PAI_LEE,Paid Social Always-on Leeds,G04,Leeds,Meta,155.58,16074,185,9878,11647,GBP
2024-04-02,CH04,LinkedIn,CMP_LIN_LEE,LinkedIn Always-on Leeds,G04,Leeds,LinkedIn Ads,100.51,2804,23,2121,0,GBP
2024-04-02,CH05,YouTube,CMP_YOU_LEE,YouTube Always-on Leeds,G04,Leeds,Google Ads,136.53,12569,79,7957,7564,GBP
2024-04-02,CH06,Display,CMP_DIS_LEE,Display Always-on Leeds,G04,Leeds,DV360,62.76,12296,38,8687,8986,GBP
2024-04-02,CH01,Paid Search - Brand,CMP_PAI_BRI,Paid Search - Brand Always-on Bristol,G05,Bristol,Google Ads,100.54,1141,94,657,0,GBP
2024-04-02,CH02,Paid Search - Non-Brand,CMP_PAI_BRI,Paid Search - Non-Brand Always-on Bristol,G05,Bristol,Google Ads,194.65,2941,163,2317,0,GBP
2024-04-02,CH03,Paid Social,CMP_PAI_BRI,Paid Social Always-on Bristol,G05,Bristol,Meta,99.28,10152,95,7057,3787,GBP
2024-04-02,CH04,LinkedIn,CMP_LIN_BRI,LinkedIn Always-on Bristol,G05,Bristol,LinkedIn Ads,105.66,3106,21,2475,0,GBP
2024-04-02,CH05,YouTube,CMP_YOU_BRI,YouTube Always-on Bristol,G05,Bristol,Google Ads,74.51,6618,37,4332,3533,GBP
2024-04-02,CH06,Display,CMP_DIS_BRI,Display Always-on Bristol,G05,Bristol,DV360,84.41,16073,37,11901,6198,GBP
2024-04-02,CH01,Paid Search - Brand,CMP_PAI_GLA,Paid Search - Brand Always-on Glasgow,G06,Glasgow,Google Ads,86.0,1137,106,772,0,GBP
2024-04-02,CH02,Paid Search - Non-Brand,CMP_PAI_GLA,Paid Search - Non-Brand Always-on Glasgow,G06,Glasgow,Google Ads,180.76,2793,114,2177,0,GBP
2024-04-02,CH03,Paid Social,CMP_PAI_GLA,Paid Social Always-on Glasgow,G06,Glasgow,Meta,127.16,13616,153,7602,5400,GBP
2024-04-02,CH04,LinkedIn,CMP_LIN_GLA,LinkedIn Always-on Glasgow,G06,Glasgow,LinkedIn Ads,145.75,4030,37,2628,0,GBP
2024-04-02,CH05,YouTube,CMP_YOU_GLA,YouTube Always-on Glasgow,G06,Glasgow,Google Ads,99.87,8431,58,7092,4683,GBP
2024-04-02,CH06,Display,CMP_DIS_GLA,Display Always-on Glasgow,G06,Glasgow,DV360,48.91,10575,29,7385,6341,GBP
2024-04-02,CH01,Paid Search - Brand,CMP_PAI_LIV,Paid Search - Brand Always-on Liverpool,G07,Liverpool,Google Ads,58.03,747,80,577,0,GBP
2024-04-02,CH02,Paid Search - Non-Brand,CMP_PAI_LIV,Paid Search - Non-Brand Always-on Liverpool,G07,Liverpool,Google Ads,142.32,2199,117,1495,0,GBP
2024-04-02,CH03,Paid Social,CMP_PAI_LIV,Paid Social Always-on Liverpool,G07,Liverpool,Meta,148.66,14680,231,9802,8412,GBP
2024-04-02,CH04,LinkedIn,CMP_LIN_LIV,LinkedIn Always-on Liverpool,G07,Liverpool,LinkedIn Ads,109.44,3062,27,2355,0,GBP
2024-04-02,CH05,YouTube,CMP_YOU_LIV,YouTube Always-on Liverpool,G07,Liverpool,Google Ads,66.16,5471,36,4531,3579,GBP
2024-04-02,CH06,Display,CMP_DIS_LIV,Display Always-on Liverpool,G07,Liverpool,DV360,45.0,9477,30,7703,6207,GBP
2024-04-02,CH01,Paid Search - Brand,CMP_PAI_SHE,Paid Search - Brand Always-on Sheffield,G08,Sheffield,Google Ads,54.12,630,52,450,0,GBP
2024-04-02,CH02,Paid Search - Non-Brand,CMP_PAI_SHE,Paid Search - Non-Brand Always-on Sheffield,G08,Sheffield,Google Ads,162.53,2455,120,1895,0,GBP
2024-04-02,CH03,Paid Social,CMP_PAI_SHE,Paid Social Always-on Sheffield,G08,Sheffield,Meta,117.88,11970,140,7501,7254,GBP
2024-04-02,CH04,LinkedIn,CMP_LIN_SHE,LinkedIn Always-on Sheffield,G08,Sheffield,LinkedIn Ads,131.25,3921,34,2587,0,GBP
2024-04-02,CH05,YouTube,CMP_YOU_SHE,YouTube Always-on Sheffield,G08,Sheffield,Google Ads,72.31,6143,42,4753,4506,GBP
2024-04-02,CH06,Display,CMP_DIS_SHE,Display Always-on Sheffield,G08,Sheffield,DV360,78.02,15929,52,11691,5679,GBP
2024-04-02,CH01,Paid Search - Brand,CMP_PAI_EDI,Paid Search - Brand Always-on Edinburgh,G09,Edinburgh,Google Ads,77.15,907,50,646,0,GBP
2024-04-02,CH02,Paid Search - Non-Brand,CMP_PAI_EDI,Paid Search - Non-Brand Always-on Edinburgh,G09,Edinburgh,Google Ads,139.19,2295,101,1454,0,GBP
2024-04-02,CH03,Paid Social,CMP_PAI_EDI,Paid Social Always-on Edinburgh,G09,Edinburgh,Meta,129.9,13661,149,9366,5973,GBP
2024-04-02,CH04,LinkedIn,CMP_LIN_EDI,LinkedIn Always-on Edinburgh,G09,Edinburgh,LinkedIn Ads,92.67,2736,24,1626,0,GBP
2024-04-02,CH05,YouTube,CMP_YOU_EDI,YouTube Always-on Edinburgh,G09,Edinburgh,Google Ads,66.94,5056,29,3889,2097,GBP
2024-04-02,CH06,Display,CMP_DIS_EDI,Display Always-on Edinburgh,G09,Edinburgh,DV360,50.19,10033,31,8457,6203,GBP
2024-04-02,CH01,Paid Search - Brand,CMP_PAI_CAR,Paid Search - Brand Always-on Cardiff,G10,Cardiff,Google Ads,71.6,879,78,611,0,GBP
2024-04-02,CH02,Paid Search - Non-Brand,CMP_PAI_CAR,Paid Search - Non-Brand Always-on Cardiff,G10,Cardiff,Google Ads,134.08,2049,106,1225,0,GBP
2024-04-02,CH03,Paid Social,CMP_PAI_CAR,Paid Social Always-on Cardiff,G10,Cardiff,Meta,123.81,12139,105,8577,6174,GBP
2024-04-02,CH04,LinkedIn,CMP_LIN_CAR,LinkedIn Always-on Cardiff,G10,Cardiff,LinkedIn Ads,87.75,2527,18,1408,0,GBP
2024-04-02,CH05,YouTube,CMP_YOU_CAR,YouTube Always-on Cardiff,G10,Cardiff,Google Ads,61.36,4602,27,2951,2650,GBP
2024-04-02,CH06,Display,CMP_DIS_CAR,Display Always-on Cardiff,G10,Cardiff,DV360,29.98,6083,22,3848,2129,GBP
2024-04-03,CH01,Paid Search - Brand,CMP_PAI_LON,Paid Search - Brand Always-on London,G01,London,Google Ads,168.68,2161,174,1558,0,GBP
2024-04-03,CH02,Paid Search - Non-Brand,CMP_PAI_LON,Paid Search - Non-Brand Always-on London,G01,London,Google Ads,370.92,5162,255,3470,0,GBP
2024-04-03,CH03,Paid Social,CMP_PAI_LON,Paid Social Always-on London,G01,London,Meta,269.2,26212,368,18726,18775,GBP
2024-04-03,CH04,LinkedIn,CMP_LIN_LON,LinkedIn Always-on London,G01,London,LinkedIn Ads,203.73,5777,59,3981,0,GBP
2024-04-03,CH05,YouTube,CMP_YOU_LON,YouTube Always-on London,G01,London,Google Ads,232.03,19885,141,12806,13920,GBP
2024-04-03,CH06,Display,CMP_DIS_LON,Display Always-on London,G01,London,DV360,135.57,27424,89,15668,17867,GBP
2024-04-03,CH01,Paid Search - Brand,CMP_PAI_MAN,Paid Search - Brand Always-on Manchester,G02,Manchester,Google Ads,102.71,1242,111,713,0,GBP
2024-04-03,CH02,Paid Search - Non-Brand,CMP_PAI_MAN,Paid Search - Non-Brand Always-on Manchester,G02,Manchester,Google Ads,219.77,3217,153,1969,0,GBP
2024-04-03,CH03,Paid Social,CMP_PAI_MAN,Paid Social Always-on Manchester,G02,Manchester,Meta,151.46,14305,159,10957,6515,GBP
2024-04-03,CH04,LinkedIn,CMP_LIN_MAN,LinkedIn Always-on Manchester,G02,Manchester,LinkedIn Ads,149.57,4352,36,3018,0,GBP
2024-04-03,CH05,YouTube,CMP_YOU_MAN,YouTube Always-on Manchester,G02,Manchester,Google Ads,96.12,7558,48,4755,3210,GBP
2024-04-03,CH06,Display,CMP_DIS_MAN,Display Always-on Manchester,G02,Manchester,DV360,60.64,11840,34,9248,4772,GBP
2024-04-03,CH01,Paid Search - Brand,CMP_PAI_BIR,Paid Search - Brand Always-on Birmingham,G03,Birmingham,Google Ads,115.15,1431,141,1048,0,GBP
2024-04-03,CH02,Paid Search - Non-Brand,CMP_PAI_BIR,Paid Search - Non-Brand Always-on Birmingham,G03,Birmingham,Google Ads,182.69,2817,138,2164,0,GBP
2024-04-03,CH03,Paid Social,CMP_PAI_BIR,Paid Social Always-on Birmingham,G03,Birmingham,Meta,169.36,17151,166,11369,7654,GBP
2024-04-03,CH04,LinkedIn,CMP_LIN_BIR,LinkedIn Always-on Birmingham,G03,Birmingham,LinkedIn Ads,161.06,4344,35,3065,0,GBP
2024-04-03,CH05,YouTube,CMP_YOU_BIR,YouTube Always-on Birmingham,G03,Birmingham,Google Ads,131.12,10581,61,6569,7041,GBP
2024-04-03,CH06,Display,CMP_DIS_BIR,Display Always-on Birmingham,G03,Birmingham,DV360,76.73,14918,50,9918,6319,GBP
2024-04-03,CH01,Paid Search - Brand,CMP_PAI_LEE,Paid Search - Brand Always-on Leeds,G04,Leeds,Google Ads,88.81,1096,108,891,0,GBP
2024-04-03,CH02,Paid Search - Non-Brand,CMP_PAI_LEE,Paid Search - Non-Brand Always-on Leeds,G04,Leeds,Google Ads,145.99,2301,125,1347,0,GBP
2024-04-03,CH03,Paid Social,CMP_PAI_LEE,Paid Social Always-on Leeds,G04,Leeds,Meta,125.25,12356,147,10043,6990,GBP
2024-04-03,CH04,LinkedIn,CMP_LIN_LEE,LinkedIn Always-on Leeds,G04,Leeds,LinkedIn Ads,115.79,3156,28,2160,0,GBP
2024-04-03,CH05,YouTube,CMP_YOU_LEE,YouTube Always-on Leeds,G04,Leeds,Google Ads,93.83,7377,47,6005,4631,GBP
2024-04-03,CH06,Display,CMP_DIS_LEE,Display Always-on Leeds,G04,Leeds,DV360,55.61,10425,29,8144,6868,GBP
2024-04-03,CH01,Paid Search - Brand,CMP_PAI_BRI,Paid Search - Brand Always-on Bristol,G05,Bristol,Google Ads,61.05,781,59,660,0,GBP
