session_id,anonymous_user_id,customer_id,session_timestamp,session_date,channel_id,channel_name,campaign_id,source,medium,landing_page,device_type,market,is_new_visitor,page_views,session_duration_seconds,lead_created_flag,conversion_flag
S0010870,U012244,,2024-05-01 16:57:00,2024-05-01,CH03,Paid Social,CMP_PAI_EDI,meta,paid_social,/resources,Desktop,Edinburgh,0,3,333,0,0
S0010871,U017054,,2024-05-01 18:09:00,2024-05-01,CH11,Events,CMP_EVE_LON,event,offline,/solutions,Desktop,London,0,8,479,0,0
S0010872,U019506,,2024-05-01 10:11:00,2024-05-01,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/pricing,Mobile,London,0,3,693,0,0
S0010873,U025444,,2024-05-01 08:42:00,2024-05-01,CH10,Partner,CMP_PAR_LIV,partner,referral,/resources,Mobile,Liverpool,0,8,223,0,0
S0010874,U007983,,2024-05-01 13:27:00,2024-05-01,CH09,Direct,CMP_DIR_GLA,(direct),none,/solutions,Mobile,Glasgow,0,5,64,0,0
S0010875,U014074,,2024-05-01 16:34:00,2024-05-01,CH02,Paid Search - Non-Brand,CMP_PAI_LIV,google,cpc_nonbrand,/enterprise,Desktop,Liverpool,1,8,440,0,0
S0010876,U004836,,2024-05-01 21:04:00,2024-05-01,CH02,Paid Search - Non-Brand,CMP_PAI_EDI,google,cpc_nonbrand,/pricing,Mobile,Edinburgh,1,3,759,0,0
S0010877,U014090,,2024-05-01 19:01:00,2024-05-01,CH10,Partner,CMP_PAR_BIR,partner,referral,/pricing,Desktop,Birmingham,1,8,585,0,0
S0010878,U007632,,2024-05-01 16:29:00,2024-05-01,CH03,Paid Social,CMP_PAI_MAN,meta,paid_social,/resources,Tablet,Manchester,0,4,120,0,0
S0010879,U029381,,2024-05-01 06:48:00,2024-05-01,CH03,Paid Social,CMP_PAI_BRI,meta,paid_social,/solutions,Desktop,Bristol,0,7,734,0,0
S0010880,U029886,,2024-05-01 04:54:00,2024-05-01,CH11,Events,CMP_EVE_BRI,event,offline,/resources,Mobile,Bristol,1,8,641,0,0
S0010881,U011060,,2024-05-01 10:16:00,2024-05-01,CH02,Paid Search - Non-Brand,CMP_PAI_LIV,google,cpc_nonbrand,/enterprise,Mobile,Liverpool,1,2,734,0,0
S0010882,U021736,,2024-05-01 00:39:00,2024-05-01,CH03,Paid Social,CMP_PAI_BRI,meta,paid_social,/enterprise,Desktop,Bristol,1,3,474,0,0
S0010883,U028697,,2024-05-01 15:51:00,2024-05-01,CH09,Direct,CMP_DIR_BIR,(direct),none,/resources,Desktop,Birmingham,1,5,260,0,0
S0010884,U026054,,2024-05-01 10:58:00,2024-05-01,CH02,Paid Search - Non-Brand,CMP_PAI_MAN,google,cpc_nonbrand,/enterprise,Desktop,Manchester,1,4,536,0,0
S0010885,U004771,,2024-05-01 16:59:00,2024-05-01,CH07,Email,CMP_EMA_GLA,crm,email,/resources,Mobile,Glasgow,1,3,861,0,0
S0010886,U009990,CU000657,2024-05-01 18:33:00,2024-05-01,CH11,Events,CMP_EVE_BIR,event,offline,/solutions,Desktop,Birmingham,0,2,743,1,1
S0010887,U000040,,2024-05-01 00:03:00,2024-05-01,CH02,Paid Search - Non-Brand,CMP_PAI_GLA,google,cpc_nonbrand,/solutions,Mobile,Glasgow,0,1,95,0,0
S0010888,U009873,,2024-05-01 07:27:00,2024-05-01,CH07,Email,CMP_EMA_MAN,crm,email,/solutions,Desktop,Manchester,1,3,699,0,0
S0010889,U010849,,2024-05-01 00:09:00,2024-05-01,CH10,Partner,CMP_PAR_LON,partner,referral,/pricing,Mobile,London,0,2,784,0,0
S0010890,U028570,,2024-05-01 14:36:00,2024-05-01,CH09,Direct,CMP_DIR_EDI,(direct),none,/enterprise,Mobile,Edinburgh,1,6,215,0,0
S0010891,U026854,,2024-05-01 07:05:00,2024-05-01,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/resources,Mobile,London,0,4,543,0,0
S0010892,U013356,,2024-05-01 14:18:00,2024-05-01,CH06,Display,CMP_DIS_BRI,dv360,display,/resources,Desktop,Bristol,1,3,735,0,0
S0010893,U028130,,2024-05-01 02:25:00,2024-05-01,CH06,Display,CMP_DIS_LON,dv360,display,/solutions,Desktop,London,1,3,605,0,0
S0010894,U008882,,2024-05-01 09:30:00,2024-05-01,CH08,Organic Search,CMP_ORG_EDI,google,organic,/enterprise,Mobile,Edinburgh,1,2,183,0,0
S0010895,U010194,,2024-05-01 16:40:00,2024-05-01,CH05,YouTube,CMP_YOU_LON,youtube,video,/pricing,Desktop,London,0,4,833,0,0
S0010896,U007039,,2024-05-01 09:09:00,2024-05-01,CH07,Email,CMP_EMA_CAR,crm,email,/pricing,Desktop,Cardiff,0,3,531,0,0
S0010897,U012683,,2024-05-01 21:36:00,2024-05-01,CH05,YouTube,CMP_YOU_SHE,youtube,video,/pricing,Mobile,Sheffield,0,7,599,0,0
S0010898,U010070,,2024-05-01 02:41:00,2024-05-01,CH02,Paid Search - Non-Brand,CMP_PAI_LON,google,cpc_nonbrand,/pricing,Mobile,London,1,8,94,0,0
S0010899,U015092,,2024-05-01 22:37:00,2024-05-01,CH01,Paid Search - Brand,CMP_PAI_BIR,google,cpc_brand,/pricing,Mobile,Birmingham,1,7,825,0,0
S0010900,U029813,,2024-05-01 14:44:00,2024-05-01,CH07,Email,CMP_EMA_LIV,crm,email,/pricing,Desktop,Liverpool,1,8,712,0,0
S0010901,U002840,,2024-05-01 15:10:00,2024-05-01,CH04,LinkedIn,CMP_LIN_EDI,linkedin,paid_social,/resources,Desktop,Edinburgh,0,7,513,0,0
S0010902,U028054,,2024-05-01 01:11:00,2024-05-01,CH04,LinkedIn,CMP_LIN_SHE,linkedin,paid_social,/pricing,Mobile,Sheffield,1,6,510,0,0
S0010903,U015037,,2024-05-01 22:06:00,2024-05-01,CH09,Direct,CMP_DIR_LON,(direct),none,/solutions,Mobile,London,1,1,411,0,0
S0010904,U029584,,2024-05-01 06:23:00,2024-05-01,CH03,Paid Social,CMP_PAI_EDI,meta,paid_social,/pricing,Desktop,Edinburgh,0,2,636,0,0
S0010905,U021650,,2024-05-01 03:54:00,2024-05-01,CH07,Email,CMP_EMA_SHE,crm,email,/enterprise,Tablet,Sheffield,1,3,116,0,0
S0010906,U001125,,2024-05-01 11:49:00,2024-05-01,CH02,Paid Search - Non-Brand,CMP_PAI_LON,google,cpc_nonbrand,/enterprise,Mobile,London,1,3,435,0,0
S0010907,U018236,,2024-05-01 09:57:00,2024-05-01,CH07,Email,CMP_EMA_CAR,crm,email,/pricing,Desktop,Cardiff,1,6,866,0,0
S0010908,U001797,,2024-05-01 07:39:00,2024-05-01,CH02,Paid Search - Non-Brand,CMP_PAI_SHE,google,cpc_nonbrand,/pricing,Desktop,Sheffield,1,2,270,0,0
S0010909,U026515,,2024-05-01 19:14:00,2024-05-01,CH02,Paid Search - Non-Brand,CMP_PAI_SHE,google,cpc_nonbrand,/solutions,Desktop,Sheffield,0,4,288,0,0
S0010910,U026695,,2024-05-01 14:22:00,2024-05-01,CH06,Display,CMP_DIS_BIR,dv360,display,/resources,Mobile,Birmingham,1,1,681,0,0
S0010911,U011401,,2024-05-01 12:35:00,2024-05-01,CH03,Paid Social,CMP_PAI_EDI,meta,paid_social,/pricing,Desktop,Edinburgh,1,7,74,0,0
S0010912,U029630,,2024-05-01 17:31:00,2024-05-01,CH01,Paid Search - Brand,CMP_PAI_BRI,google,cpc_brand,/pricing,Mobile,Bristol,0,7,91,0,0
S0010913,U024975,,2024-05-01 20:47:00,2024-05-01,CH05,YouTube,CMP_YOU_BRI,youtube,video,/pricing,Mobile,Bristol,1,8,457,0,0
S0010914,U018318,,2024-05-01 14:04:00,2024-05-01,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/resources,Desktop,London,0,4,311,0,0
S0010915,U019804,,2024-05-01 22:36:00,2024-05-01,CH03,Paid Social,CMP_PAI_LEE,meta,paid_social,/solutions,Desktop,Leeds,0,1,402,0,0
S0010916,U003437,,2024-05-01 08:20:00,2024-05-01,CH01,Paid Search - Brand,CMP_PAI_SHE,google,cpc_brand,/enterprise,Desktop,Sheffield,0,7,383,0,0
S0010917,U011402,,2024-05-01 17:00:00,2024-05-01,CH05,YouTube,CMP_YOU_BIR,youtube,video,/solutions,Desktop,Birmingham,0,1,780,0,0
S0010918,U005079,,2024-05-01 17:04:00,2024-05-01,CH09,Direct,CMP_DIR_BIR,(direct),none,/pricing,Desktop,Birmingham,1,7,215,0,0
S0010919,U008842,,2024-05-01 01:33:00,2024-05-01,CH03,Paid Social,CMP_PAI_SHE,meta,paid_social,/solutions,Desktop,Sheffield,0,6,706,0,0
S0010920,U008454,,2024-05-01 12:22:00,2024-05-01,CH06,Display,CMP_DIS_LEE,dv360,display,/pricing,Mobile,Leeds,1,5,697,0,0
S0010921,U018222,,2024-05-01 04:50:00,2024-05-01,CH04,LinkedIn,CMP_LIN_LON,linkedin,paid_social,/enterprise,Desktop,London,1,8,392,0,0
S0010922,U003209,,2024-05-01 19:19:00,2024-05-01,CH08,Organic Search,CMP_ORG_BRI,google,organic,/enterprise,Mobile,Bristol,0,1,74,0,0
S0010923,U028698,,2024-05-01 21:32:00,2024-05-01,CH07,Email,CMP_EMA_SHE,crm,email,/pricing,Desktop,Sheffield,1,8,464,0,0
S0010924,U016383,,2024-05-01 02:26:00,2024-05-01,CH01,Paid Search - Brand,CMP_PAI_LON,google,cpc_brand,/pricing,Desktop,London,0,4,872,0,0
S0010925,U008423,,2024-05-01 07:29:00,2024-05-01,CH07,Email,CMP_EMA_MAN,crm,email,/enterprise,Mobile,Manchester,1,7,221,0,0
S0010926,U003557,,2024-05-01 04:00:00,2024-05-01,CH04,LinkedIn,CMP_LIN_LEE,linkedin,paid_social,/resources,Mobile,Leeds,0,1,104,0,0
S0010927,U022465,,2024-05-01 22:37:00,2024-05-01,CH07,Email,CMP_EMA_LON,crm,email,/enterprise,Mobile,London,0,3,850,0,0
S0010928,U009648,,2024-05-01 19:49:00,2024-05-01,CH09,Direct,CMP_DIR_EDI,(direct),none,/enterprise,Mobile,Edinburgh,1,5,59,0,0
S0010929,U027776,,2024-05-01 04:01:00,2024-05-01,CH08,Organic Search,CMP_ORG_LON,google,organic,/enterprise,Desktop,London,1,7,713,0,0
S0010930,U020168,,2024-05-01 05:16:00,2024-05-01,CH03,Paid Social,CMP_PAI_BRI,meta,paid_social,/resources,Mobile,Bristol,1,5,656,0,0
S0010931,U009968,CU000658,2024-05-01 06:59:00,2024-05-01,CH01,Paid Search - Brand,CMP_PAI_SHE,google,cpc_brand,/pricing,Desktop,Sheffield,1,3,515,1,1
S0010932,U025322,,2024-05-01 00:58:00,2024-05-01,CH10,Partner,CMP_PAR_GLA,partner,referral,/solutions,Desktop,Glasgow,1,7,76,0,0
S0010933,U011225,,2024-05-01 13:37:00,2024-05-01,CH02,Paid Search - Non-Brand,CMP_PAI_LEE,google,cpc_nonbrand,/solutions,Desktop,Leeds,1,7,98,0,0
S0010934,U002224,,2024-05-01 16:16:00,2024-05-01,CH01,Paid Search - Brand,CMP_PAI_MAN,google,cpc_brand,/resources,Desktop,Manchester,1,3,251,0,0
S0010935,U013933,,2024-05-01 22:09:00,2024-05-01,CH02,Paid Search - Non-Brand,CMP_PAI_SHE,google,cpc_nonbrand,/solutions,Desktop,Sheffield,0,1,375,0,0
S0010936,U022509,,2024-05-01 13:35:00,2024-05-01,CH04,LinkedIn,CMP_LIN_LIV,linkedin,paid_social,/enterprise,Mobile,Liverpool,1,6,510,0,0
S0010937,U003853,,2024-05-01 22:46:00,2024-05-01,CH03,Paid Social,CMP_PAI_LIV,meta,paid_social,/solutions,Mobile,Liverpool,1,8,430,0,0
S0010938,U009114,,2024-05-01 00:10:00,2024-05-01,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/enterprise,Mobile,London,1,1,305,0,0
S0010939,U026248,,2024-05-01 11:35:00,2024-05-01,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/enterprise,Mobile,London,0,5,542,0,0
S0010940,U006885,,2024-05-01 13:37:00,2024-05-01,CH08,Organic Search,CMP_ORG_CAR,google,organic,/solutions,Desktop,Cardiff,0,7,505,0,0
S0010941,U000572,CU000659,2024-05-01 09:39:00,2024-05-01,CH04,LinkedIn,CMP_LIN_LON,linkedin,paid_social,/solutions,Mobile,London,0,3,801,1,1
S0010942,U003648,CU000660,2024-05-01 16:30:00,2024-05-01,CH08,Organic Search,CMP_ORG_LIV,google,organic,/pricing,Desktop,Liverpool,1,3,803,1,1
S0010943,U006963,,2024-05-01 02:34:00,2024-05-01,CH09,Direct,CMP_DIR_BRI,(direct),none,/pricing,Desktop,Bristol,1,6,582,0,0
S0010944,U004711,,2024-05-01 21:19:00,2024-05-01,CH09,Direct,CMP_DIR_LIV,(direct),none,/enterprise,Desktop,Liverpool,1,5,407,0,0
S0010945,U028993,,2024-05-02 22:29:00,2024-05-02,CH05,YouTube,CMP_YOU_LON,youtube,video,/resources,Desktop,London,1,8,383,0,0
S0010946,U014750,,2024-05-02 06:27:00,2024-05-02,CH09,Direct,CMP_DIR_LON,(direct),none,/resources,Mobile,London,1,5,488,0,0
S0010947,U021880,,2024-05-02 09:28:00,2024-05-02,CH07,Email,CMP_EMA_LON,crm,email,/solutions,Desktop,London,0,2,876,0,0
S0010948,U023985,,2024-05-02 14:00:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_MAN,google,cpc_brand,/solutions,Desktop,Manchester,1,5,704,0,0
S0010949,U017853,,2024-05-02 04:17:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_GLA,google,cpc_brand,/pricing,Desktop,Glasgow,1,3,552,0,0
S0010950,U011756,,2024-05-02 06:47:00,2024-05-02,CH02,Paid Search - Non-Brand,CMP_PAI_LIV,google,cpc_nonbrand,/pricing,Mobile,Liverpool,0,8,221,0,0
S0010951,U012348,,2024-05-02 19:34:00,2024-05-02,CH03,Paid Social,CMP_PAI_BIR,meta,paid_social,/solutions,Mobile,Birmingham,1,6,531,0,0
S0010952,U000993,,2024-05-02 22:26:00,2024-05-02,CH03,Paid Social,CMP_PAI_GLA,meta,paid_social,/solutions,Mobile,Glasgow,1,7,184,0,0
S0010953,U016224,,2024-05-02 04:50:00,2024-05-02,CH07,Email,CMP_EMA_LEE,crm,email,/pricing,Desktop,Leeds,0,1,638,0,0
S0010954,U022849,,2024-05-02 16:56:00,2024-05-02,CH09,Direct,CMP_DIR_LIV,(direct),none,/enterprise,Desktop,Liverpool,0,7,474,0,0
S0010955,U001509,,2024-05-02 01:37:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_BRI,google,cpc_brand,/enterprise,Desktop,Bristol,1,6,897,0,0
S0010956,U024034,,2024-05-02 03:39:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_EDI,google,cpc_brand,/enterprise,Tablet,Edinburgh,0,1,215,0,0
S0010957,U017566,,2024-05-02 03:50:00,2024-05-02,CH07,Email,CMP_EMA_BRI,crm,email,/pricing,Desktop,Bristol,1,5,619,0,0
S0010958,U011850,CU000661,2024-05-02 02:22:00,2024-05-02,CH08,Organic Search,CMP_ORG_CAR,google,organic,/resources,Mobile,Cardiff,0,7,644,1,1
S0010959,U026619,,2024-05-02 17:39:00,2024-05-02,CH09,Direct,CMP_DIR_LEE,(direct),none,/pricing,Desktop,Leeds,1,4,603,0,0
S0010960,U028031,,2024-05-02 10:30:00,2024-05-02,CH02,Paid Search - Non-Brand,CMP_PAI_MAN,google,cpc_nonbrand,/pricing,Mobile,Manchester,0,4,190,0,0
S0010961,U009037,,2024-05-02 18:27:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_CAR,google,cpc_brand,/pricing,Desktop,Cardiff,1,6,395,0,0
S0010962,U010993,,2024-05-02 00:17:00,2024-05-02,CH06,Display,CMP_DIS_SHE,dv360,display,/pricing,Mobile,Sheffield,0,6,859,0,0
S0010963,U004929,,2024-05-02 12:09:00,2024-05-02,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/solutions,Mobile,London,1,8,309,0,0
S0010964,U003018,CU000662,2024-05-02 09:04:00,2024-05-02,CH03,Paid Social,CMP_PAI_GLA,meta,paid_social,/pricing,Mobile,Glasgow,1,7,392,1,1
S0010965,U025056,,2024-05-02 12:48:00,2024-05-02,CH09,Direct,CMP_DIR_EDI,(direct),none,/pricing,Desktop,Edinburgh,1,5,233,0,0
S0010966,U019713,,2024-05-02 18:01:00,2024-05-02,CH06,Display,CMP_DIS_EDI,dv360,display,/enterprise,Desktop,Edinburgh,1,1,420,0,0
S0010967,U013472,,2024-05-02 22:52:00,2024-05-02,CH03,Paid Social,CMP_PAI_EDI,meta,paid_social,/resources,Mobile,Edinburgh,1,6,303,0,0
S0010968,U010679,,2024-05-02 04:45:00,2024-05-02,CH06,Display,CMP_DIS_CAR,dv360,display,/solutions,Mobile,Cardiff,0,6,351,0,0
S0010969,U007719,,2024-05-02 10:00:00,2024-05-02,CH09,Direct,CMP_DIR_GLA,(direct),none,/solutions,Mobile,Glasgow,0,8,617,0,0
S0010970,U014938,,2024-05-02 00:45:00,2024-05-02,CH04,LinkedIn,CMP_LIN_LEE,linkedin,paid_social,/pricing,Desktop,Leeds,1,1,778,0,0
S0010971,U014653,,2024-05-02 19:52:00,2024-05-02,CH07,Email,CMP_EMA_LIV,crm,email,/resources,Desktop,Liverpool,1,3,85,0,0
S0010972,U022119,,2024-05-02 04:42:00,2024-05-02,CH04,LinkedIn,CMP_LIN_CAR,linkedin,paid_social,/resources,Mobile,Cardiff,1,6,110,0,0
S0010973,U006358,,2024-05-02 15:58:00,2024-05-02,CH07,Email,CMP_EMA_LEE,crm,email,/solutions,Mobile,Leeds,1,1,816,0,0
S0010974,U014033,,2024-05-02 15:58:00,2024-05-02,CH02,Paid Search - Non-Brand,CMP_PAI_MAN,google,cpc_nonbrand,/solutions,Desktop,Manchester,1,3,689,0,0
S0010975,U000690,,2024-05-02 02:05:00,2024-05-02,CH06,Display,CMP_DIS_BRI,dv360,display,/solutions,Mobile,Bristol,1,1,232,0,0
S0010976,U028414,,2024-05-02 22:02:00,2024-05-02,CH02,Paid Search - Non-Brand,CMP_PAI_BIR,google,cpc_nonbrand,/resources,Tablet,Birmingham,1,4,489,0,0
S0010977,U000382,,2024-05-02 01:23:00,2024-05-02,CH07,Email,CMP_EMA_SHE,crm,email,/pricing,Desktop,Sheffield,0,7,88,0,0
S0010978,U022024,,2024-05-02 17:47:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_BRI,google,cpc_brand,/enterprise,Mobile,Bristol,0,4,363,0,0
S0010979,U025474,,2024-05-02 15:35:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_BRI,google,cpc_brand,/solutions,Desktop,Bristol,1,6,456,0,0
S0010980,U023972,,2024-05-02 07:59:00,2024-05-02,CH03,Paid Social,CMP_PAI_MAN,meta,paid_social,/solutions,Desktop,Manchester,1,8,812,0,0
S0010981,U013465,,2024-05-02 19:02:00,2024-05-02,CH10,Partner,CMP_PAR_LON,partner,referral,/solutions,Mobile,London,0,3,709,0,0
S0010982,U009331,,2024-05-02 00:29:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_LEE,google,cpc_brand,/pricing,Desktop,Leeds,1,3,828,0,0
S0010983,U012051,,2024-05-02 00:41:00,2024-05-02,CH04,LinkedIn,CMP_LIN_BIR,linkedin,paid_social,/resources,Desktop,Birmingham,1,7,548,0,0
S0010984,U021159,,2024-05-02 08:07:00,2024-05-02,CH09,Direct,CMP_DIR_BIR,(direct),none,/pricing,Tablet,Birmingham,0,7,699,0,0
S0010985,U003400,,2024-05-02 05:20:00,2024-05-02,CH08,Organic Search,CMP_ORG_MAN,google,organic,/solutions,Desktop,Manchester,0,7,380,0,0
S0010986,U018165,,2024-05-02 19:37:00,2024-05-02,CH03,Paid Social,CMP_PAI_LIV,meta,paid_social,/pricing,Mobile,Liverpool,0,5,47,0,0
S0010987,U023592,,2024-05-02 18:47:00,2024-05-02,CH03,Paid Social,CMP_PAI_CAR,meta,paid_social,/solutions,Desktop,Cardiff,0,4,108,0,0
S0010988,U020001,,2024-05-02 22:20:00,2024-05-02,CH02,Paid Search - Non-Brand,CMP_PAI_SHE,google,cpc_nonbrand,/pricing,Desktop,Sheffield,0,6,685,0,0
S0010989,U020677,,2024-05-02 09:35:00,2024-05-02,CH03,Paid Social,CMP_PAI_BIR,meta,paid_social,/solutions,Desktop,Birmingham,1,3,711,0,0
S0010990,U014723,,2024-05-02 22:53:00,2024-05-02,CH03,Paid Social,CMP_PAI_BRI,meta,paid_social,/solutions,Desktop,Bristol,0,5,635,0,0
S0010991,U021211,,2024-05-02 11:14:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_GLA,google,cpc_brand,/resources,Mobile,Glasgow,1,8,335,0,0
S0010992,U006505,,2024-05-02 02:42:00,2024-05-02,CH03,Paid Social,CMP_PAI_LEE,meta,paid_social,/enterprise,Desktop,Leeds,1,2,257,0,0
S0010993,U017111,,2024-05-02 00:24:00,2024-05-02,CH03,Paid Social,CMP_PAI_SHE,meta,paid_social,/enterprise,Mobile,Sheffield,0,3,706,0,0
S0010994,U027852,,2024-05-02 09:46:00,2024-05-02,CH05,YouTube,CMP_YOU_LON,youtube,video,/pricing,Mobile,London,0,5,771,0,0
S0010995,U008345,,2024-05-02 17:29:00,2024-05-02,CH08,Organic Search,CMP_ORG_MAN,google,organic,/solutions,Desktop,Manchester,0,5,861,0,0
S0010996,U028301,,2024-05-02 02:43:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_EDI,google,cpc_brand,/resources,Tablet,Edinburgh,0,6,666,0,0
S0010997,U015374,CU000663,2024-05-02 11:48:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_LEE,google,cpc_brand,/pricing,Desktop,Leeds,1,4,56,1,1
S0010998,U024979,,2024-05-02 13:19:00,2024-05-02,CH02,Paid Search - Non-Brand,CMP_PAI_LIV,google,cpc_nonbrand,/enterprise,Desktop,Liverpool,1,2,793,0,0
S0010999,U008466,,2024-05-02 04:00:00,2024-05-02,CH11,Events,CMP_EVE_GLA,event,offline,/pricing,Desktop,Glasgow,0,3,198,0,0
S0011000,U013009,,2024-05-02 15:05:00,2024-05-02,CH04,LinkedIn,CMP_LIN_LON,linkedin,paid_social,/resources,Desktop,London,1,7,74,0,0
S0011001,U015527,,2024-05-02 13:52:00,2024-05-02,CH02,Paid Search - Non-Brand,CMP_PAI_MAN,google,cpc_nonbrand,/enterprise,Mobile,Manchester,1,1,622,0,0
S0011002,U016222,,2024-05-02 08:47:00,2024-05-02,CH02,Paid Search - Non-Brand,CMP_PAI_MAN,google,cpc_nonbrand,/pricing,Desktop,Manchester,1,8,125,0,0
S0011003,U011499,,2024-05-02 09:49:00,2024-05-02,CH03,Paid Social,CMP_PAI_EDI,meta,paid_social,/pricing,Desktop,Edinburgh,0,6,764,0,0
S0011004,U011669,,2024-05-02 20:57:00,2024-05-02,CH07,Email,CMP_EMA_BIR,crm,email,/pricing,Desktop,Birmingham,0,7,768,0,0
S0011005,U011561,,2024-05-02 01:17:00,2024-05-02,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/enterprise,Mobile,London,1,3,159,0,0
S0011006,U007043,,2024-05-02 14:22:00,2024-05-02,CH08,Organic Search,CMP_ORG_MAN,google,organic,/enterprise,Desktop,Manchester,1,7,174,0,0
S0011007,U021800,,2024-05-02 17:40:00,2024-05-02,CH01,Paid Search - Brand,CMP_PAI_GLA,google,cpc_brand,/pricing,Desktop,Glasgow,1,3,399,0,0
S0011008,U000630,,2024-05-02 08:07:00,2024-05-02,CH11,Events,CMP_EVE_BIR,event,offline,/pricing,Mobile,Birmingham,1,6,488,0,0
S0011009,U029780,,2024-05-02 15:20:00,2024-05-02,CH09,Direct,CMP_DIR_MAN,(direct),none,/resources,Desktop,Manchester,0,1,874,0,0
S0011010,U007813,,2024-05-02 06:17:00,2024-05-02,CH11,Events,CMP_EVE_BRI,event,offline,/solutions,Mobile,Bristol,1,3,651,0,0
S0011011,U009264,,2024-05-02 19:10:00,2024-05-02,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/pricing,Mobile,London,0,4,585,0,0
S0011012,U015171,,2024-05-02 12:19:00,2024-05-02,CH05,YouTube,CMP_YOU_LEE,youtube,video,/pricing,Desktop,Leeds,1,5,860,0,0
S0011013,U007749,,2024-05-02 14:31:00,2024-05-02,CH08,Organic Search,CMP_ORG_BRI,google,organic,/enterprise,Desktop,Bristol,0,2,777,0,0
S0011014,U003639,,2024-05-02 12:19:00,2024-05-02,CH05,YouTube,CMP_YOU_LIV,youtube,video,/pricing,Mobile,Liverpool,0,2,858,0,0
S0011015,U016695,,2024-05-02 16:28:00,2024-05-02,CH08,Organic Search,CMP_ORG_BIR,google,organic,/pricing,Mobile,Birmingham,1,3,25,0,0
S0011016,U011130,,2024-05-02 09:19:00,2024-05-02,CH04,LinkedIn,CMP_LIN_BIR,linkedin,paid_social,/solutions,Desktop,Birmingham,0,7,570,0,0
S0011017,U017595,,2024-05-02 17:54:00,2024-05-02,CH08,Organic Search,CMP_ORG_BIR,google,organic,/solutions,Desktop,Birmingham,0,8,261,0,0
S0011018,U017730,,2024-05-02 12:54:00,2024-05-02,CH04,LinkedIn,CMP_LIN_MAN,linkedin,paid_social,/solutions,Mobile,Manchester,0,1,623,0,0
S0011019,U005661,,2024-05-02 06:05:00,2024-05-02,CH05,YouTube,CMP_YOU_EDI,youtube,video,/pricing,Mobile,Edinburgh,1,4,438,0,0
S0011020,U019935,,2024-05-02 23:46:00,2024-05-02,CH03,Paid Social,CMP_PAI_LIV,meta,paid_social,/pricing,Desktop,Liverpool,0,7,170,0,0
S0011021,U008584,,2024-05-02 17:06:00,2024-05-02,CH11,Events,CMP_EVE_LON,event,offline,/enterprise,Desktop,London,1,6,417,0,0
S0011022,U023338,,2024-05-02 10:52:00,2024-05-02,CH07,Email,CMP_EMA_BRI,crm,email,/enterprise,Desktop,Bristol,1,2,871,0,0
S0011023,U007584,,2024-05-02 09:31:00,2024-05-02,CH07,Email,CMP_EMA_SHE,crm,email,/enterprise,Desktop,Sheffield,1,4,652,0,0
S0011024,U011047,,2024-05-02 01:29:00,2024-05-02,CH05,YouTube,CMP_YOU_LON,youtube,video,/pricing,Desktop,London,1,5,219,0,0
S0011025,U028767,,2024-05-02 14:54:00,2024-05-02,CH03,Paid Social,CMP_PAI_BIR,meta,paid_social,/resources,Desktop,Birmingham,1,6,56,0,0
S0011026,U008402,,2024-05-02 13:26:00,2024-05-02,CH03,Paid Social,CMP_PAI_BRI,meta,paid_social,/pricing,Mobile,Bristol,0,2,376,0,0
S0011027,U015307,,2024-05-02 16:07:00,2024-05-02,CH02,Paid Search - Non-Brand,CMP_PAI_LON,google,cpc_nonbrand,/solutions,Desktop,London,0,8,634,0,0
S0011028,U029601,,2024-05-02 14:30:00,2024-05-02,CH03,Paid Social,CMP_PAI_CAR,meta,paid_social,/pricing,Desktop,Cardiff,0,4,528,0,0
S0011029,U009363,,2024-05-02 06:00:00,2024-05-02,CH04,LinkedIn,CMP_LIN_CAR,linkedin,paid_social,/solutions,Mobile,Cardiff,0,4,823,0,0
S0011030,U025553,,2024-05-02 22:42:00,2024-05-02,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/enterprise,Desktop,London,0,4,642,0,0
S0011031,U029318,,2024-05-02 12:14:00,2024-05-02,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/enterprise,Desktop,London,1,7,379,0,0
S0011032,U028352,,2024-05-02 03:35:00,2024-05-02,CH08,Organic Search,CMP_ORG_EDI,google,organic,/pricing,Mobile,Edinburgh,0,6,402,0,0
