week_start_date,geo_id,market,channel_id,channel_name,spend_gbp,impressions,clicks,sessions,leads,opportunities,orders,revenue_gbp,baseline_revenue_gbp,promotion_flag,product_launch_flag,seasonality_index,competitor_event_flag,geo_test_id,treatment_flag
2024-02-19,G02,Manchester,CH06,Display,520.27,107086,318,333,3,1,0,22107.09,21734.3,0,0,1.0987580639072387,0,,0
2024-02-19,G03,Birmingham,CH01,Paid Search - Brand,739.24,9515,814,1003,55,17,4,22991.65,21542.86,0,0,1.0987580639072387,0,,0
2024-02-19,G03,Birmingham,CH02,Paid Search - Non-Brand,1567.69,23764,1097,1288,44,15,3,21825.66,20412.83,0,0,1.0987580639072387,0,,0
2024-02-19,G03,Birmingham,CH03,Paid Social,1126.07,115275,1374,1568,45,13,5,18986.9,18110.93,0,0,1.0987580639072387,0,,0
2024-02-19,G03,Birmingham,CH04,LinkedIn,886.24,25873,214,232,8,2,0,19882.43,19981.96,0,0,1.0987580639072387,0,,0
2024-02-19,G03,Birmingham,CH05,YouTube,916.97,76902,452,493,6,2,0,22734.84,21329.18,0,0,1.0987580639072387,0,,0
2024-02-19,G03,Birmingham,CH06,Display,515.8,100735,289,323,3,1,0,21949.82,20582.88,0,0,1.0987580639072387,0,,0
2024-02-19,G04,Leeds,CH01,Paid Search - Brand,594.36,7383,588,673,48,14,4,18692.65,18887.44,0,0,1.0987580639072387,0,,0
2024-02-19,G04,Leeds,CH02,Paid Search - Non-Brand,1288.61,20188,943,1080,39,9,3,17932.27,18567.56,0,0,1.0987580639072387,0,,0
2024-02-19,G04,Leeds,CH03,Paid Social,992.31,99722,1239,1540,35,10,4,16676.99,16707.47,0,0,1.0987580639072387,0,,0
2024-02-19,G04,Leeds,CH04,LinkedIn,912.87,27025,214,258,12,4,1,17188.53,17430.88,0,0,1.0987580639072387,0,,0
2024-02-19,G04,Leeds,CH05,YouTube,733.48,60053,353,409,7,2,0,18384.8,17113.64,0,0,1.0987580639072387,0,,0
2024-02-19,G04,Leeds,CH06,Display,450.88,91096,265,279,3,0,0,19028.35,18134.67,0,0,1.0987580639072387,0,,0
2024-02-19,G05,Bristol,CH01,Paid Search - Brand,553.33,6802,557,658,41,14,4,18188.2,17022.59,0,0,1.0987580639072387,0,,0
2024-02-19,G05,Bristol,CH02,Paid Search - Non-Brand,1207.71,19044,876,888,32,8,3,17220.95,16728.62,0,0,1.0987580639072387,0,,0
2024-02-19,G05,Bristol,CH03,Paid Social,987.55,97695,1140,1143,28,10,3,16233.46,16166.72,0,0,1.0987580639072387,0,,0
2024-02-19,G05,Bristol,CH04,LinkedIn,705.73,19847,156,157,5,1,0,15000.01,16214.39,0,0,1.0987580639072387,0,,0
2024-02-19,G05,Bristol,CH05,YouTube,599.14,50129,294,335,5,1,0,16683.86,16381.57,0,0,1.0987580639072387,0,,0
2024-02-19,G05,Bristol,CH06,Display,420.04,83723,243,263,2,0,0,15694.31,15545.96,0,0,1.0987580639072387,0,,0
2024-02-19,G06,Glasgow,CH01,Paid Search - Brand,448.24,5759,479,576,30,6,2,12784.12,13513.6,0,0,1.0987580639072387,0,,0
2024-02-19,G06,Glasgow,CH02,Paid Search - Non-Brand,1074.99,16862,797,965,47,9,3,14186.01,14722.36,0,0,1.0987580639072387,0,,0
2024-02-19,G06,Glasgow,CH03,Paid Social,785.8,79117,973,1062,34,9,3,14432.35,14265.5,0,0,1.0987580639072387,0,,0
2024-02-19,G06,Glasgow,CH04,LinkedIn,649.72,18589,144,166,7,2,0,14673.49,15501.04,0,0,1.0987580639072387,1,,0
2024-02-19,G06,Glasgow,CH05,YouTube,530.7,45411,270,287,4,0,0,14866.0,14276.39,0,0,1.0987580639072387,0,,0
2024-02-19,G06,Glasgow,CH06,Display,332.91,67221,182,201,2,0,0,11967.78,12662.68,0,0,1.0987580639072387,0,,0
2024-02-19,G07,Liverpool,CH01,Paid Search - Brand,541.86,6811,666,732,44,11,2,15205.04,16157.78,0,0,1.0987580639072387,0,,0
2024-02-19,G07,Liverpool,CH02,Paid Search - Non-Brand,1054.58,16364,656,781,36,7,1,15832.48,15177.41,0,0,1.0987580639072387,0,,0
2024-02-19,G07,Liverpool,CH03,Paid Social,750.35,76008,880,884,22,7,1,16146.22,16006.8,0,0,1.0987580639072387,0,,0
2024-02-19,G07,Liverpool,CH04,LinkedIn,684.18,19808,155,171,7,2,0,16176.2,15773.33,0,0,1.0987580639072387,0,,0
2024-02-19,G07,Liverpool,CH05,YouTube,622.28,54853,313,337,5,1,0,14941.73,14679.71,0,0,1.0987580639072387,0,,0
2024-02-19,G07,Liverpool,CH06,Display,371.21,74757,209,231,2,0,0,16051.04,16003.37,0,0,1.0987580639072387,0,,0
2024-02-19,G08,Sheffield,CH01,Paid Search - Brand,446.72,5596,480,533,30,10,2,15728.49,15407.14,0,0,1.0987580639072387,0,,0
2024-02-19,G08,Sheffield,CH02,Paid Search - Non-Brand,909.29,13552,606,722,33,6,1,13282.14,13656.53,0,0,1.0987580639072387,0,,0
2024-02-19,G08,Sheffield,CH03,Paid Social,705.37,71139,899,1110,32,7,3,12197.65,12313.89,0,0,1.0987580639072387,0,,0
2024-02-19,G08,Sheffield,CH04,LinkedIn,626.92,18217,139,155,6,1,0,12705.87,13419.57,0,0,1.0987580639072387,0,,0
2024-02-19,G08,Sheffield,CH05,YouTube,561.53,46983,278,322,4,0,0,13641.43,13318.22,0,0,1.0987580639072387,0,,0
2024-02-19,G08,Sheffield,CH06,Display,338.32,68657,210,219,2,0,0,15208.52,14179.9,0,0,1.0987580639072387,0,,0
2024-02-19,G09,Edinburgh,CH01,Paid Search - Brand,399.91,4982,437,518,36,13,4,13657.99,13765.45,0,0,1.0987580639072387,0,,0
2024-02-19,G09,Edinburgh,CH02,Paid Search - Non-Brand,980.57,14769,653,780,34,10,2,12736.51,12644.63,0,0,1.0987580639072387,0,,0
2024-02-19,G09,Edinburgh,CH03,Paid Social,700.44,68323,773,877,26,8,3,14489.84,14763.14,0,0,1.0987580639072387,0,,0
2024-02-19,G09,Edinburgh,CH04,LinkedIn,608.4,17385,128,158,5,1,0,14543.91,15008.49,0,0,1.0987580639072387,0,,0
2024-02-19,G09,Edinburgh,CH05,YouTube,521.22,42358,260,274,3,0,0,13522.69,12350.22,0,0,1.0987580639072387,0,,0
2024-02-19,G09,Edinburgh,CH06,Display,304.66,59919,182,196,1,0,0,14298.26,13555.52,0,0,1.0987580639072387,0,,0
2024-02-19,G10,Cardiff,CH01,Paid Search - Brand,417.09,5160,454,492,32,10,2,12525.75,11727.78,0,0,1.0987580639072387,0,,0
2024-02-19,G10,Cardiff,CH02,Paid Search - Non-Brand,768.2,11936,520,522,20,6,1,14205.96,13766.63,0,0,1.0987580639072387,0,,0
2024-02-19,G10,Cardiff,CH03,Paid Social,707.07,71171,881,1059,31,9,2,10544.57,11313.35,0,0,1.0987580639072387,0,,0
2024-02-19,G10,Cardiff,CH04,LinkedIn,542.25,15931,123,133,6,1,0,11867.82,11376.93,0,0,1.0987580639072387,0,,0
2024-02-19,G10,Cardiff,CH05,YouTube,480.75,40484,253,311,4,1,0,12144.12,11932.72,0,0,1.0987580639072387,0,,0
2024-02-19,G10,Cardiff,CH06,Display,306.04,61099,196,197,2,0,0,12340.54,12723.24,0,0,1.0987580639072387,0,,0
2024-02-26,G01,London,CH01,Paid Search - Brand,1023.98,12559,1046,1261,67,13,4,29595.76,28750.86,0,0,1.1062547230783852,0,,0
2024-02-26,G01,London,CH02,Paid Search - Non-Brand,2200.45,33884,1427,1590,57,13,4,31505.81,29907.35,0,0,1.1062547230783852,1,,0
2024-02-26,G01,London,CH03,Paid Social,1624.48,160906,1926,2283,65,24,6,30226.29,30012.42,0,0,1.1062547230783852,0,,0
2024-02-26,G01,London,CH04,LinkedIn,1324.69,37555,301,354,18,3,0,30554.86,30699.47,0,0,1.1062547230783852,0,,0
2024-02-26,G01,London,CH05,YouTube,1236.07,99665,610,719,8,2,0,32123.98,33991.61,0,0,1.1062547230783852,0,,0
2024-02-26,G01,London,CH06,Display,721.72,149126,444,553,5,1,0,29913.14,31348.84,0,0,1.1062547230783852,1,,0
2024-02-26,G02,Manchester,CH01,Paid Search - Brand,680.44,8530,716,815,59,19,6,24026.17,23580.32,0,0,1.1062547230783852,0,,0
2024-02-26,G02,Manchester,CH02,Paid Search - Non-Brand,1513.3,22737,998,1208,42,13,5,24553.82,22560.95,0,0,1.1062547230783852,0,,0
2024-02-26,G02,Manchester,CH03,Paid Social,1142.9,115992,1362,1427,41,12,2,19967.85,20673.25,0,0,1.1062547230783852,0,,0
2024-02-26,G02,Manchester,CH04,LinkedIn,994.09,28900,245,278,12,2,0,24126.91,24008.19,0,0,1.1062547230783852,0,,0
2024-02-26,G02,Manchester,CH05,YouTube,956.54,79018,443,536,8,2,0,19219.63,19908.27,0,0,1.1062547230783852,0,,0
2024-02-26,G02,Manchester,CH06,Display,531.55,104269,306,351,4,0,0,21480.96,21028.21,0,0,1.1062547230783852,0,,0
2024-02-26,G03,Birmingham,CH01,Paid Search - Brand,644.43,7963,635,758,44,9,3,19100.38,19783.98,0,0,1.1062547230783852,0,,0
2024-02-26,G03,Birmingham,CH02,Paid Search - Non-Brand,1566.05,24436,1058,1254,45,15,6,24107.24,22705.31,0,0,1.1062547230783852,0,,0
2024-02-26,G03,Birmingham,CH03,Paid Social,1231.31,120534,1428,1635,46,16,5,20366.93,20052.42,0,0,1.1062547230783852,0,,0
2024-02-26,G03,Birmingham,CH04,LinkedIn,1034.42,29842,242,261,9,2,0,18121.86,18555.46,0,0,1.1062547230783852,0,,0
2024-02-26,G03,Birmingham,CH05,YouTube,857.28,72089,425,470,6,1,0,22180.42,20949.86,0,0,1.1062547230783852,0,,0
2024-02-26,G03,Birmingham,CH06,Display,421.65,85827,247,288,2,0,0,19328.08,20727.53,0,0,1.1062547230783852,0,,0
2024-02-26,G04,Leeds,CH01,Paid Search - Brand,563.56,7066,606,622,34,7,3,18121.74,17884.36,0,0,1.1062547230783852,0,,0
2024-02-26,G04,Leeds,CH02,Paid Search - Non-Brand,1223.43,18099,798,880,42,13,5,15737.42,15631.17,0,0,1.1062547230783852,0,,0
2024-02-26,G04,Leeds,CH03,Paid Social,1004.17,100660,1184,1206,39,8,2,18949.39,18001.97,0,0,1.1062547230783852,0,,0
2024-02-26,G04,Leeds,CH04,LinkedIn,703.79,20062,149,162,6,1,0,16116.69,16684.65,0,0,1.1062547230783852,0,,0
2024-02-26,G04,Leeds,CH05,YouTube,689.42,57795,360,412,5,0,0,17709.63,18018.27,0,0,1.1062547230783852,0,,0
2024-02-26,G04,Leeds,CH06,Display,441.25,87255,246,291,2,0,0,19184.35,20521.38,0,0,1.1062547230783852,0,,0
2024-02-26,G05,Bristol,CH01,Paid Search - Brand,649.7,8202,705,766,46,11,2,15977.06,15478.08,0,0,1.1062547230783852,0,,0
2024-02-26,G05,Bristol,CH02,Paid Search - Non-Brand,1174.11,18344,823,912,33,6,1,17678.14,16511.84,0,0,1.1062547230783852,0,,0
2024-02-26,G05,Bristol,CH03,Paid Social,997.68,99729,1155,1315,30,8,1,15585.45,15576.37,0,0,1.1062547230783852,0,,0
2024-02-26,G05,Bristol,CH04,LinkedIn,688.81,20332,153,160,8,2,0,15170.73,15035.74,0,0,1.1062547230783852,0,,0
2024-02-26,G05,Bristol,CH05,YouTube,699.42,57194,328,352,5,1,0,17384.86,15780.47,0,0,1.1062547230783852,0,,0
2024-02-26,G05,Bristol,CH06,Display,416.73,85815,281,347,3,0,0,15947.07,16104.11,0,0,1.1062547230783852,0,,0
2024-02-26,G06,Glasgow,CH01,Paid Search - Brand,513.56,6581,585,712,41,15,4,17428.39,16625.53,0,0,1.1062547230783852,0,,0
2024-02-26,G06,Glasgow,CH02,Paid Search - Non-Brand,1155.19,18259,816,854,38,10,3,13859.09,12868.06,0,0,1.1062547230783852,0,,0
2024-02-26,G06,Glasgow,CH03,Paid Social,864.44,84487,1045,1123,37,9,2,15415.89,14448.85,0,0,1.1062547230783852,0,,0
2024-02-26,G06,Glasgow,CH04,LinkedIn,692.71,20015,163,169,6,1,0,13730.83,14400.46,0,0,1.1062547230783852,0,,0
2024-02-26,G06,Glasgow,CH05,YouTube,621.08,52647,302,324,4,0,0,13931.97,13294.35,0,0,1.1062547230783852,0,,0
2024-02-26,G06,Glasgow,CH06,Display,391.91,78996,228,276,2,0,0,13683.49,15037.75,0,0,1.1062547230783852,1,,0
2024-02-26,G07,Liverpool,CH01,Paid Search - Brand,427.56,5466,463,485,31,6,1,17801.0,16909.03,0,0,1.1062547230783852,0,,0
2024-02-26,G07,Liverpool,CH02,Paid Search - Non-Brand,987.55,15508,710,858,32,7,2,16585.59,17013.45,0,0,1.1062547230783852,0,,0
2024-02-26,G07,Liverpool,CH03,Paid Social,952.42,93475,1095,1223,31,9,2,13586.83,13777.73,0,0,1.1062547230783852,0,,0
2024-02-26,G07,Liverpool,CH04,LinkedIn,746.37,21144,168,193,10,3,0,15494.52,15256.93,0,0,1.1062547230783852,0,,0
2024-02-26,G07,Liverpool,CH05,YouTube,560.98,45769,279,332,5,1,0,16086.59,16209.99,0,0,1.1062547230783852,0,,0
2024-02-26,G07,Liverpool,CH06,Display,348.86,71234,223,237,2,0,0,16350.44,16888.04,0,0,1.1062547230783852,0,,0
2024-02-26,G08,Sheffield,CH01,Paid Search - Brand,450.71,5624,474,577,38,7,3,15019.35,15023.08,0,0,1.1062547230783852,0,,0
2024-02-26,G08,Sheffield,CH02,Paid Search - Non-Brand,915.75,14285,587,640,24,8,3,12653.79,13273.56,0,0,1.1062547230783852,1,,0
2024-02-26,G08,Sheffield,CH03,Paid Social,770.61,77744,905,1016,23,6,2,13187.39,12657.46,0,0,1.1062547230783852,0,,0
2024-02-26,G08,Sheffield,CH04,LinkedIn,630.52,17956,138,138,5,1,0,12908.49,12552.9,0,0,1.1062547230783852,0,,0
2024-02-26,G08,Sheffield,CH05,YouTube,498.89,40944,247,251,3,1,0,14023.46,13823.9,0,0,1.1062547230783852,0,,0
2024-02-26,G08,Sheffield,CH06,Display,314.58,62007,175,200,1,0,0,12694.14,12629.69,0,0,1.1062547230783852,0,,0
2024-02-26,G09,Edinburgh,CH01,Paid Search - Brand,452.39,5686,487,598,44,11,2,14215.1,14225.97,0,0,1.1062547230783852,0,,0
2024-02-26,G09,Edinburgh,CH02,Paid Search - Non-Brand,1017.97,15657,696,771,27,9,2,13045.86,12541.41,0,0,1.1062547230783852,0,,0
2024-02-26,G09,Edinburgh,CH03,Paid Social,786.9,73609,906,909,25,5,1,12992.05,12301.03,0,0,1.1062547230783852,0,,0
2024-02-26,G09,Edinburgh,CH04,LinkedIn,615.88,17942,139,168,8,2,0,12792.3,12698.05,0,0,1.1062547230783852,0,,0
2024-02-26,G09,Edinburgh,CH05,YouTube,570.41,48149,278,307,5,1,0,13410.11,12943.3,0,0,1.1062547230783852,0,,0
2024-02-26,G09,Edinburgh,CH06,Display,332.51,66461,206,244,2,0,0,12255.91,12575.57,0,0,1.1062547230783852,0,,0
2024-02-26,G10,Cardiff,CH01,Paid Search - Brand,408.26,5153,429,482,26,8,1,12871.51,12867.99,0,0,1.1062547230783852,0,,0
2024-02-26,G10,Cardiff,CH02,Paid Search - Non-Brand,760.47,11612,533,638,27,6,1,14308.88,13316.14,0,0,1.1062547230783852,0,,0
2024-02-26,G10,Cardiff,CH03,Paid Social,752.43,75547,941,1092,25,7,1,11740.36,11696.72,0,0,1.1062547230783852,0,,0
2024-02-26,G10,Cardiff,CH04,LinkedIn,545.85,15077,117,121,5,1,0,11617.58,11331.57,0,0,1.1062547230783852,0,,0
2024-02-26,G10,Cardiff,CH05,YouTube,465.35,38524,232,258,3,0,0,11171.54,11454.83,0,0,1.1062547230783852,0,,0
2024-02-26,G10,Cardiff,CH06,Display,278.83,54931,153,172,1,0,0,11092.47,11445.82,0,0,1.1062547230783852,0,,0
2024-03-04,G01,London,CH01,Paid Search - Brand,1083.94,13885,1171,1366,91,29,11,33389.3,31714.88,0,0,1.1122019491222497,0,,0
2024-03-04,G01,London,CH02,Paid Search - Non-Brand,1991.64,30530,1469,1622,79,23,7,28032.1,27515.98,0,0,1.1122019491222497,0,,0
2024-03-04,G01,London,CH03,Paid Social,1937.47,197061,2607,2733,62,17,5,33888.04,32582.88,0,0,1.1122019491222497,0,,0
2024-03-04,G01,London,CH04,LinkedIn,1363.74,39920,317,379,18,5,1,34990.84,34385.19,0,0,1.1122019491222497,0,,0
2024-03-04,G01,London,CH05,YouTube,1182.33,97123,562,605,7,2,0,30349.98,33031.83,0,0,1.1122019491222497,0,,0
2024-03-04,G01,London,CH06,Display,773.06,154281,474,518,5,1,0,32165.48,32680.35,0,0,1.1122019491222497,0,,0
2024-03-04,G02,Manchester,CH01,Paid Search - Brand,765.95,9684,796,891,47,15,6,20333.1,20378.13,0,0,1.1122019491222497,0,,0
2024-03-04,G02,Manchester,CH02,Paid Search - Non-Brand,1498.54,22464,1050,1271,46,9,2,23715.04,23971.13,0,0,1.1122019491222497,0,,0
2024-03-04,G02,Manchester,CH03,Paid Social,1224.43,120776,1369,1407,34,7,3,21989.37,21860.32,0,0,1.1122019491222497,0,,0
2024-03-04,G02,Manchester,CH04,LinkedIn,1048.78,30864,242,278,14,3,0,26164.53,24138.16,0,0,1.1122019491222497,0,,0
2024-03-04,G02,Manchester,CH05,YouTube,806.49,68659,398,469,7,1,0,22676.7,23662.08,0,0,1.1122019491222497,0,,0
2024-03-04,G02,Manchester,CH06,Display,519.32,103556,326,368,3,0,0,22200.41,22769.11,0,0,1.1122019491222497,0,,0
2024-03-04,G03,Birmingham,CH01,Paid Search - Brand,652.31,8221,680,729,39,8,1,21410.94,19659.25,0,0,1.1122019491222497,0,,0
2024-03-04,G03,Birmingham,CH02,Paid Search - Non-Brand,1460.93,22749,1015,1169,40,14,3,18677.2,17859.78,0,0,1.1122019491222497,0,,0
2024-03-04,G03,Birmingham,CH03,Paid Social,1175.14,118354,1375,1609,46,9,2,21174.79,21395.29,0,0,1.1122019491222497,0,,0
2024-03-04,G03,Birmingham,CH04,LinkedIn,1014.96,30391,248,264,11,4,1,18647.41,19060.3,0,0,1.1122019491222497,0,,0
2024-03-04,G03,Birmingham,CH05,YouTube,792.74,66847,411,414,6,1,0,22127.12,20332.18,0,0,1.1122019491222497,0,,0
2024-03-04,G03,Birmingham,CH06,Display,526.96,105148,295,300,3,1,0,23425.51,22570.11,0,0,1.1122019491222497,0,,0
2024-03-04,G04,Leeds,CH01,Paid Search - Brand,593.51,7405,551,674,44,15,6,18857.52,18454.07,0,0,1.1122019491222497,0,,0
2024-03-04,G04,Leeds,CH02,Paid Search - Non-Brand,1280.61,20149,893,1073,42,9,3,19407.36,19837.92,0,0,1.1122019491222497,1,,0
2024-03-04,G04,Leeds,CH03,Paid Social,1063.31,105456,1306,1461,35,9,3,18586.19,17479.17,0,0,1.1122019491222497,0,,0
2024-03-04,G04,Leeds,CH04,LinkedIn,736.8,21211,172,212,9,2,0,16548.91,16050.75,0,0,1.1122019491222497,0,,0
2024-03-04,G04,Leeds,CH05,YouTube,740.38,60273,347,359,5,1,0,16755.43,16800.14,0,0,1.1122019491222497,0,,0
2024-03-04,G04,Leeds,CH06,Display,395.22,75816,233,273,2,0,0,17686.95,18201.51,0,0,1.1122019491222497,0,,0
2024-03-04,G05,Bristol,CH01,Paid Search - Brand,532.56,6467,609,699,40,13,5,18458.58,17625.27,0,0,1.1122019491222497,0,,0
2024-03-04,G05,Bristol,CH02,Paid Search - Non-Brand,1101.9,17177,717,759,28,6,2,17745.67,17764.65,0,0,1.1122019491222497,0,,0
2024-03-04,G05,Bristol,CH03,Paid Social,964.07,98931,1136,1314,35,7,1,17112.02,16893.18,0,0,1.1122019491222497,0,,0
2024-03-04,G05,Bristol,CH04,LinkedIn,808.71,23697,191,219,8,2,0,16611.32,16301.99,0,0,1.1122019491222497,0,,0
2024-03-04,G05,Bristol,CH05,YouTube,696.83,57393,339,371,6,1,0,15451.89,15274.5,0,0,1.1122019491222497,0,,0
2024-03-04,G05,Bristol,CH06,Display,397.42,79492,237,262,2,0,0,17556.76,17450.25,0,0,1.1122019491222497,0,,0
2024-03-04,G06,Glasgow,CH01,Paid Search - Brand,507.24,6341,538,585,35,8,2,15919.33,15019.36,0,0,1.1122019491222497,0,,0
2024-03-04,G06,Glasgow,CH02,Paid Search - Non-Brand,1049.76,16140,710,809,28,10,4,14795.28,13978.02,0,0,1.1122019491222497,0,,0
2024-03-04,G06,Glasgow,CH03,Paid Social,979.59,98424,1121,1211,28,9,2,14389.29,14176.79,0,0,1.1122019491222497,0,,0
2024-03-04,G06,Glasgow,CH04,LinkedIn,702.43,19901,167,208,10,3,0,13676.87,13744.34,0,0,1.1122019491222497,0,,0
2024-03-04,G06,Glasgow,CH05,YouTube,603.95,51591,310,324,4,0,0,14155.7,14548.54,0,0,1.1122019491222497,0,,0
2024-03-04,G06,Glasgow,CH06,Display,334.04,67377,209,216,2,0,0,14104.55,14314.03,0,0,1.1122019491222497,0,,0
2024-03-04,G07,Liverpool,CH01,Paid Search - Brand,543.12,6889,545,655,44,9,3,16044.07,16878.22,0,0,1.1122019491222497,0,,0
2024-03-04,G07,Liverpool,CH02,Paid Search - Non-Brand,1200.34,17520,753,848,40,14,3,16412.48,16466.19,0,0,1.1122019491222497,0,,0
2024-03-04,G07,Liverpool,CH03,Paid Social,905.75,91485,1064,1308,34,11,4,14640.5,14984.66,0,0,1.1122019491222497,0,,0
2024-03-04,G07,Liverpool,CH04,LinkedIn,786.85,23191,196,202,9,2,0,16280.29,15021.45,0,0,1.1122019491222497,0,,0
2024-03-04,G07,Liverpool,CH05,YouTube,623.61,52488,323,347,5,0,0,17443.8,16275.85,0,0,1.1122019491222497,0,,0
2024-03-04,G07,Liverpool,CH06,Display,347.17,69088,200,224,2,0,0,14849.51,15113.2,0,0,1.1122019491222497,0,,0
2024-03-04,G08,Sheffield,CH01,Paid Search - Brand,511.02,6390,577,699,46,10,2,14543.57,15014.9,0,0,1.1122019491222497,0,,0
2024-03-04,G08,Sheffield,CH02,Paid Search - Non-Brand,903.39,13389,584,692,30,5,1,14945.09,14991.44,0,0,1.1122019491222497,0,,0
2024-03-04,G08,Sheffield,CH03,Paid Social,821.29,81387,1077,1233,35,12,3,16016.33,14879.43,0,0,1.1122019491222497,0,,0
2024-03-04,G08,Sheffield,CH04,LinkedIn,651.09,18140,140,142,7,1,0,14508.06,15504.41,0,0,1.1122019491222497,0,,0
2024-03-04,G08,Sheffield,CH05,YouTube,611.21,51096,329,334,5,0,0,13499.71,13401.82,0,0,1.1122019491222497,0,,0
2024-03-04,G08,Sheffield,CH06,Display,335.34,67300,197,197,2,0,0,14092.05,14181.52,0,0,1.1122019491222497,0,,0
2024-03-04,G09,Edinburgh,CH01,Paid Search - Brand,435.21,5463,454,555,33,10,3,15586.69,14375.37,0,0,1.1122019491222497,0,,0
2024-03-04,G09,Edinburgh,CH02,Paid Search - Non-Brand,924.03,13983,625,678,32,8,3,13432.41,13014.02,0,0,1.1122019491222497,0,,0
2024-03-04,G09,Edinburgh,CH03,Paid Social,791.75,78908,920,1082,31,11,2,13970.86,13880.04,0,0,1.1122019491222497,0,,0
2024-03-04,G09,Edinburgh,CH04,LinkedIn,590.31,17201,133,135,5,0,0,12098.96,12128.28,0,0,1.1122019491222497,0,,0
2024-03-04,G09,Edinburgh,CH05,YouTube,495.61,40735,250,311,4,1,0,13266.24,13570.54,0,0,1.1122019491222497,0,,0
2024-03-04,G09,Edinburgh,CH06,Display,264.39,53181,157,166,1,0,0,13316.18,12879.78,0,0,1.1122019491222497,0,,0
2024-03-04,G10,Cardiff,CH01,Paid Search - Brand,379.01,4839,384,460,33,6,1,11702.95,11339.57,0,0,1.1122019491222497,0,,0
2024-03-04,G10,Cardiff,CH02,Paid Search - Non-Brand,875.63,13285,609,753,25,8,2,14202.36,13320.64,0,0,1.1122019491222497,0,,0
2024-03-04,G10,Cardiff,CH03,Paid Social,701.67,71456,845,1011,33,10,3,11412.53,11207.63,0,0,1.1122019491222497,0,,0
2024-03-04,G10,Cardiff,CH04,LinkedIn,545.71,15869,134,142,6,1,0,14294.68,13081.22,0,0,1.1122019491222497,0,,0
2024-03-04,G10,Cardiff,CH05,YouTube,470.53,40167,245,283,4,1,0,12517.83,12695.65,0,0,1.1122019491222497,0,,0
2024-03-04,G10,Cardiff,CH06,Display,295.92,58030,181,189,1,0,0,10290.8,10264.87,0,0,1.1122019491222497,0,,0
2024-03-11,G01,London,CH01,Paid Search - Brand,1032.66,12517,1072,1123,67,22,5,31411.0,30682.22,0,0,1.1165130180911262,0,,0
2024-03-11,G01,London,CH02,Paid Search - Non-Brand,2156.41,33371,1584,1661,57,21,6,28296.36,29335.13,0,0,1.1165130180911262,0,,0
2024-03-11,G01,London,CH03,Paid Social,1514.53,149782,1864,2038,67,21,6,32072.91,30330.47,0,0,1.1165130180911262,0,,0
2024-03-11,G01,London,CH04,LinkedIn,1380.27,40140,299,329,17,3,1,27735.15,27543.37,0,0,1.1165130180911262,0,,0
2024-03-11,G01,London,CH05,YouTube,1202.63,102739,626,706,11,2,0,34312.9,32220.86,0,0,1.1165130180911262,0,,0
2024-03-11,G01,London,CH06,Display,761.23,155006,468,562,6,1,0,31328.79,30499.33,0,0,1.1165130180911262,0,,0
2024-03-11,G02,Manchester,CH01,Paid Search - Brand,759.51,9703,777,853,51,11,2,23174.84,23344.95,0,0,1.1165130180911262,0,,0
2024-03-11,G02,Manchester,CH02,Paid Search - Non-Brand,1698.97,26597,1304,1501,50,14,4,18950.54,19057.85,0,0,1.1165130180911262,0,,0
2024-03-11,G02,Manchester,CH03,Paid Social,1380.59,135888,1597,1780,46,9,2,21450.61,20965.71,0,0,1.1165130180911262,0,,0
2024-03-11,G02,Manchester,CH04,LinkedIn,1178.19,34187,258,290,14,4,1,24900.3,24111.16,0,0,1.1165130180911262,0,,0
2024-03-11,G02,Manchester,CH05,YouTube,965.56,82387,474,590,9,1,0,20600.34,20231.55,0,0,1.1165130180911262,0,,0
2024-03-11,G02,Manchester,CH06,Display,519.3,101792,306,356,3,1,0,23899.91,23273.01,0,0,1.1165130180911262,0,,0
2024-03-11,G03,Birmingham,CH01,Paid Search - Brand,640.28,8112,666,711,43,10,2,21838.93,21674.5,0,0,1.1165130180911262,0,,0
2024-03-11,G03,Birmingham,CH02,Paid Search - Non-Brand,1388.19,21480,1006,1228,53,19,4,23114.57,20671.02,0,0,1.1165130180911262,0,,0
2024-03-11,G03,Birmingham,CH03,Paid Social,1272.99,127700,1556,1799,41,9,2,19953.64,20219.61,0,0,1.1165130180911262,0,,0
2024-03-11,G03,Birmingham,CH04,LinkedIn,945.73,27596,223,247,12,2,0,20956.0,20013.73,0,0,1.1165130180911262,0,,0
2024-03-11,G03,Birmingham,CH05,YouTube,892.7,73414,442,455,7,2,0,23833.37,23418.44,0,0,1.1165130180911262,0,,0
2024-03-11,G03,Birmingham,CH06,Display,556.9,111619,355,419,4,1,0,19958.2,19149.39,0,0,1.1165130180911262,0,,0
2024-03-11,G04,Leeds,CH01,Paid Search - Brand,648.03,8400,712,728,43,8,1,16690.82,17020.95,0,0,1.1165130180911262,0,,0
2024-03-11,G04,Leeds,CH02,Paid Search - Non-Brand,1449.7,22734,1075,1186,44,9,3,19988.62,19743.37,0,0,1.1165130180911262,0,,0
2024-03-11,G04,Leeds,CH03,Paid Social,943.73,96177,1241,1313,31,7,1,17188.5,17285.59,0,0,1.1165130180911262,0,,0
2024-03-11,G04,Leeds,CH04,LinkedIn,820.51,23647,183,205,7,1,0,19986.7,19511.92,0,0,1.1165130180911262,0,,0
