lead_id,customer_id,created_date,first_touch_channel,last_touch_channel,campaign_id,market,industry,company_size_band,product_interest,engagement_score,lead_status,mql_flag,sql_flag
L001117,CU001117,2024-07-21,YouTube,YouTube,CMP_YOU_GLA,Glasgow,Retail,1000+,Remote Access,60.8,New,0,0
L001118,CU001118,2024-07-21,Events,Events,CMP_EVE_BRI,Bristol,Retail,250-999,Remote Access,69.5,SQL,1,1
L001119,CU001119,2024-07-21,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LIV,Liverpool,Education,250-999,Remote Support,68.4,MQL,1,0
L001120,CU001120,2024-07-22,Organic Search,Organic Search,CMP_ORG_LON,London,Technology,250-999,Enterprise Connectivity,79.0,MQL,1,0
L001121,CU001121,2024-07-22,Direct,Direct,CMP_DIR_LON,London,Healthcare,1000+,Enterprise Connectivity,46.4,New,0,0
L001122,CU001122,2024-07-22,Events,Events,CMP_EVE_LIV,Liverpool,Manufacturing,1000+,Remote Access,79.6,SQL,1,1
L001123,CU001123,2024-07-22,Direct,Direct,CMP_DIR_CAR,Cardiff,Technology,1-49,Remote Access,57.8,SQL,1,1
L001124,CU001124,2024-07-23,Organic Search,Organic Search,CMP_ORG_GLA,Glasgow,Education,50-249,Enterprise Connectivity,64.8,New,0,0
L001125,CU001125,2024-07-23,Email,Email,CMP_EMA_MAN,Manchester,Education,50-249,Security Add-on,69.2,SQL,1,1
L001126,CU001126,2024-07-23,Organic Search,Organic Search,CMP_ORG_LIV,Liverpool,Retail,250-999,Remote Support,74.5,New,0,0
L001127,CU001127,2024-07-23,LinkedIn,LinkedIn,CMP_LIN_LON,London,Retail,50-249,Remote Access,65.7,SQL,1,1
L001128,CU001128,2024-07-23,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LIV,Liverpool,Professional Services,250-999,Remote Support,76.4,New,0,0
L001129,CU001129,2024-07-23,Direct,Direct,CMP_DIR_EDI,Edinburgh,Manufacturing,1-49,Enterprise Connectivity,53.6,New,0,0
L001130,CU001130,2024-07-24,Direct,Direct,CMP_DIR_GLA,Glasgow,Technology,50-249,Remote Support,73.5,SQL,1,1
L001131,CU001131,2024-07-24,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Technology,50-249,Security Add-on,61.3,New,0,0
L001132,CU001132,2024-07-24,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Healthcare,250-999,Security Add-on,100.0,New,0,0
L001133,CU001133,2024-07-24,Paid Social,Paid Social,CMP_PAI_LIV,Liverpool,Retail,50-249,Remote Access,46.2,New,0,0
L001134,CU001134,2024-07-24,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Retail,1-49,Remote Support,49.3,SQL,1,1
L001135,CU001135,2024-07-24,Organic Search,Organic Search,CMP_ORG_LIV,Liverpool,Manufacturing,1000+,Enterprise Connectivity,65.6,New,0,0
L001136,CU001136,2024-07-24,Direct,Direct,CMP_DIR_EDI,Edinburgh,Manufacturing,50-249,Remote Access,72.8,New,0,0
L001137,CU001137,2024-07-24,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BIR,Birmingham,Healthcare,1-49,Enterprise Connectivity,73.6,New,0,0
L001138,CU001138,2024-07-25,Partner,Partner,CMP_PAR_CAR,Cardiff,Professional Services,1-49,Enterprise Connectivity,77.6,MQL,1,0
L001139,CU001139,2024-07-25,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Technology,50-249,Remote Access,53.9,New,0,0
L001140,CU001140,2024-07-25,Display,Display,CMP_DIS_LON,London,Professional Services,1-49,Enterprise Connectivity,50.0,MQL,1,0
L001141,CU001141,2024-07-25,Organic Search,Organic Search,CMP_ORG_SHE,Sheffield,Professional Services,50-249,Security Add-on,72.6,MQL,1,0
L001142,CU001142,2024-07-25,Events,Events,CMP_EVE_CAR,Cardiff,Healthcare,50-249,Security Add-on,33.8,New,0,0
L001143,CU001143,2024-07-26,Paid Search - Brand,Paid Search - Brand,CMP_PAI_SHE,Sheffield,Professional Services,1000+,Security Add-on,76.5,SQL,1,1
L001144,CU001144,2024-07-26,Display,Display,CMP_DIS_LON,London,Education,50-249,Remote Access,51.0,New,0,0
L001145,CU001145,2024-07-26,Direct,Direct,CMP_DIR_LEE,Leeds,Manufacturing,1-49,Security Add-on,69.1,SQL,1,1
L001146,CU001146,2024-07-26,Email,Email,CMP_EMA_SHE,Sheffield,Professional Services,50-249,Remote Support,21.2,SQL,1,1
L001147,CU001147,2024-07-26,Paid Search - Brand,Paid Search - Brand,CMP_PAI_GLA,Glasgow,Healthcare,1000+,Security Add-on,46.9,New,0,0
L001148,CU001148,2024-07-26,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Retail,50-249,Enterprise Connectivity,63.4,New,0,0
L001149,CU001149,2024-07-26,Email,Email,CMP_EMA_GLA,Glasgow,Professional Services,50-249,Security Add-on,68.3,SQL,1,1
L001150,CU001150,2024-07-27,LinkedIn,LinkedIn,CMP_LIN_BIR,Birmingham,Retail,1000+,Remote Access,77.4,MQL,1,0
L001151,CU001151,2024-07-27,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Manufacturing,250-999,Remote Access,63.9,New,0,0
L001152,CU001152,2024-07-27,Partner,Partner,CMP_PAR_MAN,Manchester,Education,1-49,Remote Support,50.4,MQL,1,0
L001153,CU001153,2024-07-27,Partner,Partner,CMP_PAR_MAN,Manchester,Retail,50-249,Remote Support,63.9,New,0,0
L001154,CU001154,2024-07-28,Email,Email,CMP_EMA_LON,London,Technology,250-999,Remote Support,69.9,SQL,1,1
L001155,CU001155,2024-07-28,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Retail,1-49,Remote Access,63.9,SQL,1,1
L001156,CU001156,2024-07-28,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Manufacturing,1-49,Enterprise Connectivity,72.9,SQL,1,1
L001157,CU001157,2024-07-28,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Healthcare,1000+,Security Add-on,65.0,MQL,1,0
L001158,CU001158,2024-07-29,Events,Events,CMP_EVE_BIR,Birmingham,Technology,250-999,Security Add-on,85.9,SQL,1,1
L001159,CU001159,2024-07-29,Organic Search,Organic Search,CMP_ORG_LIV,Liverpool,Professional Services,50-249,Enterprise Connectivity,49.0,New,0,0
L001160,CU001160,2024-07-29,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_SHE,Sheffield,Professional Services,250-999,Remote Support,53.4,SQL,1,1
L001161,CU001161,2024-07-30,Email,Email,CMP_EMA_EDI,Edinburgh,Retail,1-49,Remote Access,52.2,New,0,0
L001162,CU001162,2024-07-30,Direct,Direct,CMP_DIR_LIV,Liverpool,Retail,1000+,Remote Support,68.0,New,0,0
L001163,CU001163,2024-07-30,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Manufacturing,50-249,Remote Access,51.4,New,0,0
L001164,CU001164,2024-07-30,Partner,Partner,CMP_PAR_LIV,Liverpool,Technology,250-999,Remote Access,63.7,MQL,1,0
L001165,CU001165,2024-07-30,Direct,Direct,CMP_DIR_LON,London,Education,50-249,Enterprise Connectivity,73.6,MQL,1,0
L001166,CU001166,2024-07-30,Display,Display,CMP_DIS_GLA,Glasgow,Professional Services,1-49,Remote Access,51.7,New,0,0
L001167,CU001167,2024-07-30,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Manufacturing,250-999,Security Add-on,78.7,SQL,1,1
L001168,CU001168,2024-07-30,Paid Search - Brand,Paid Search - Brand,CMP_PAI_SHE,Sheffield,Education,50-249,Enterprise Connectivity,69.7,New,0,0
L001169,CU001169,2024-07-31,Direct,Direct,CMP_DIR_MAN,Manchester,Manufacturing,50-249,Security Add-on,55.9,MQL,1,0
L001170,CU001170,2024-07-31,YouTube,YouTube,CMP_YOU_LON,London,Education,1000+,Enterprise Connectivity,71.4,MQL,1,0
L001171,CU001171,2024-07-31,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Manufacturing,1-49,Enterprise Connectivity,43.6,MQL,1,0
L001172,CU001172,2024-07-31,Display,Display,CMP_DIS_BIR,Birmingham,Professional Services,50-249,Enterprise Connectivity,57.5,MQL,1,0
L001173,CU001173,2024-08-01,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Technology,250-999,Security Add-on,71.3,MQL,1,0
L001174,CU001174,2024-08-01,Direct,Direct,CMP_DIR_LON,London,Retail,1-49,Remote Support,70.6,New,0,0
L001175,CU001175,2024-08-01,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Professional Services,1000+,Security Add-on,52.3,New,0,0
L001176,CU001176,2024-08-01,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_SHE,Sheffield,Technology,1-49,Security Add-on,84.0,MQL,1,0
L001177,CU001177,2024-08-01,Email,Email,CMP_EMA_CAR,Cardiff,Manufacturing,1-49,Security Add-on,70.4,New,0,0
L001178,CU001178,2024-08-01,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LEE,Leeds,Manufacturing,250-999,Remote Support,66.2,New,0,0
L001179,CU001179,2024-08-02,Partner,Partner,CMP_PAR_CAR,Cardiff,Education,50-249,Security Add-on,57.9,New,0,0
L001180,CU001180,2024-08-02,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Professional Services,1-49,Enterprise Connectivity,63.8,MQL,1,0
L001181,CU001181,2024-08-02,Paid Social,Paid Social,CMP_PAI_LON,London,Healthcare,1-49,Security Add-on,40.3,New,0,0
L001182,CU001182,2024-08-02,LinkedIn,LinkedIn,CMP_LIN_BRI,Bristol,Retail,250-999,Remote Access,85.4,SQL,1,1
L001183,CU001183,2024-08-02,Paid Social,Paid Social,CMP_PAI_LON,London,Education,250-999,Remote Access,57.6,New,0,0
L001184,CU001184,2024-08-02,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Retail,1-49,Security Add-on,64.5,New,0,0
L001185,CU001185,2024-08-02,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_GLA,Glasgow,Professional Services,1-49,Enterprise Connectivity,67.9,MQL,1,0
L001186,CU001186,2024-08-03,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Technology,50-249,Remote Access,58.6,New,0,0
L001187,CU001187,2024-08-03,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Education,1-49,Security Add-on,71.2,New,0,0
L001188,CU001188,2024-08-03,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_EDI,Edinburgh,Manufacturing,50-249,Remote Support,49.9,MQL,1,0
L001189,CU001189,2024-08-04,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Education,1-49,Security Add-on,23.7,New,0,0
L001190,CU001190,2024-08-04,Partner,Partner,CMP_PAR_GLA,Glasgow,Retail,250-999,Security Add-on,78.5,SQL,1,1
L001191,CU001191,2024-08-04,Direct,Direct,CMP_DIR_SHE,Sheffield,Technology,1000+,Security Add-on,55.9,SQL,1,1
L001192,CU001192,2024-08-04,Email,Email,CMP_EMA_BIR,Birmingham,Professional Services,1000+,Remote Access,66.3,SQL,1,1
L001193,CU001193,2024-08-05,LinkedIn,LinkedIn,CMP_LIN_BIR,Birmingham,Healthcare,250-999,Remote Access,91.5,New,0,0
L001194,CU001194,2024-08-05,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_SHE,Sheffield,Technology,50-249,Remote Access,56.2,New,0,0
L001195,CU001195,2024-08-05,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Education,50-249,Security Add-on,57.3,New,0,0
L001196,CU001196,2024-08-05,Paid Social,Paid Social,CMP_PAI_MAN,Manchester,Manufacturing,50-249,Remote Access,68.3,MQL,1,0
L001197,CU001197,2024-08-06,Paid Social,Paid Social,CMP_PAI_LEE,Leeds,Education,50-249,Remote Access,55.5,New,0,0
L001198,CU001198,2024-08-06,Partner,Partner,CMP_PAR_LON,London,Education,1-49,Remote Support,52.9,SQL,1,1
L001199,CU001199,2024-08-06,Organic Search,Organic Search,CMP_ORG_BIR,Birmingham,Healthcare,1000+,Enterprise Connectivity,58.6,New,0,0
L001200,CU001200,2024-08-06,Paid Social,Paid Social,CMP_PAI_LEE,Leeds,Healthcare,50-249,Security Add-on,68.6,New,0,0
L001201,CU001201,2024-08-06,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LIV,Liverpool,Professional Services,250-999,Security Add-on,86.3,SQL,1,1
L001202,CU001202,2024-08-06,Direct,Direct,CMP_DIR_LON,London,Professional Services,1000+,Enterprise Connectivity,50.4,MQL,1,0
L001203,CU001203,2024-08-06,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Professional Services,50-249,Remote Support,41.3,New,0,0
L001204,CU001204,2024-08-06,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Technology,1000+,Security Add-on,59.9,New,0,0
L001205,CU001205,2024-08-07,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Retail,50-249,Remote Access,52.5,MQL,1,0
L001206,CU001206,2024-08-07,Partner,Partner,CMP_PAR_GLA,Glasgow,Professional Services,1000+,Remote Access,83.6,MQL,1,0
L001207,CU001207,2024-08-08,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Healthcare,50-249,Remote Access,61.1,New,0,0
L001208,CU001208,2024-08-08,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Retail,1000+,Remote Access,64.8,New,0,0
L001209,CU001209,2024-08-08,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Professional Services,50-249,Security Add-on,44.8,New,0,0
L001210,CU001210,2024-08-08,Direct,Direct,CMP_DIR_BIR,Birmingham,Education,1000+,Enterprise Connectivity,68.5,New,0,0
L001211,CU001211,2024-08-08,YouTube,YouTube,CMP_YOU_MAN,Manchester,Education,1-49,Remote Access,50.9,SQL,1,1
L001212,CU001212,2024-08-09,Paid Search - Brand,Paid Search - Brand,CMP_PAI_SHE,Sheffield,Professional Services,50-249,Enterprise Connectivity,54.8,SQL,1,1
L001213,CU001213,2024-08-09,Email,Email,CMP_EMA_LON,London,Manufacturing,250-999,Remote Access,83.6,New,0,0
L001214,CU001214,2024-08-09,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LIV,Liverpool,Education,1000+,Enterprise Connectivity,59.5,MQL,1,0
L001215,CU001215,2024-08-10,Organic Search,Organic Search,CMP_ORG_BRI,Bristol,Retail,250-999,Enterprise Connectivity,63.3,SQL,1,1
L001216,CU001216,2024-08-10,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_SHE,Sheffield,Healthcare,250-999,Enterprise Connectivity,60.3,New,0,0
L001217,CU001217,2024-08-10,LinkedIn,LinkedIn,CMP_LIN_CAR,Cardiff,Professional Services,250-999,Enterprise Connectivity,87.8,SQL,1,1
L001218,CU001218,2024-08-10,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LEE,Leeds,Healthcare,1000+,Security Add-on,58.8,New,0,0
L001219,CU001219,2024-08-10,Email,Email,CMP_EMA_LEE,Leeds,Professional Services,1-49,Remote Support,84.5,MQL,1,0
L001220,CU001220,2024-08-11,Organic Search,Organic Search,CMP_ORG_SHE,Sheffield,Professional Services,50-249,Remote Support,74.6,New,0,0
L001221,CU001221,2024-08-11,Direct,Direct,CMP_DIR_LEE,Leeds,Retail,1000+,Enterprise Connectivity,68.0,New,0,0
L001222,CU001222,2024-08-11,Organic Search,Organic Search,CMP_ORG_LIV,Liverpool,Education,50-249,Remote Access,50.8,MQL,1,0
L001223,CU001223,2024-08-11,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Manufacturing,1-49,Security Add-on,70.6,New,0,0
L001224,CU001224,2024-08-12,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LIV,Liverpool,Education,250-999,Security Add-on,69.9,New,0,0
L001225,CU001225,2024-08-12,Display,Display,CMP_DIS_LIV,Liverpool,Manufacturing,250-999,Security Add-on,76.5,MQL,1,0
L001226,CU001226,2024-08-12,LinkedIn,LinkedIn,CMP_LIN_BIR,Birmingham,Manufacturing,50-249,Enterprise Connectivity,68.3,MQL,1,0
L001227,CU001227,2024-08-12,Paid Social,Paid Social,CMP_PAI_LIV,Liverpool,Professional Services,250-999,Enterprise Connectivity,49.3,New,0,0
L001228,CU001228,2024-08-13,Email,Email,CMP_EMA_BRI,Bristol,Healthcare,250-999,Remote Support,58.9,New,0,0
L001229,CU001229,2024-08-13,Organic Search,Organic Search,CMP_ORG_BIR,Birmingham,Healthcare,50-249,Security Add-on,56.1,New,0,0
L001230,CU001230,2024-08-13,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Healthcare,1000+,Remote Access,88.8,MQL,1,0
L001231,CU001231,2024-08-14,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Manufacturing,50-249,Remote Access,50.5,New,0,0
L001232,CU001232,2024-08-14,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Healthcare,50-249,Security Add-on,54.3,MQL,1,0
L001233,CU001233,2024-08-14,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LIV,Liverpool,Professional Services,250-999,Enterprise Connectivity,75.2,New,0,0
L001234,CU001234,2024-08-14,Paid Social,Paid Social,CMP_PAI_BRI,Bristol,Manufacturing,50-249,Remote Support,58.0,New,0,0
L001235,CU001235,2024-08-14,Email,Email,CMP_EMA_LON,London,Retail,50-249,Remote Support,43.8,MQL,1,0
L001236,CU001236,2024-08-14,YouTube,YouTube,CMP_YOU_BIR,Birmingham,Education,1000+,Enterprise Connectivity,66.2,SQL,1,1
L001237,CU001237,2024-08-14,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BIR,Birmingham,Professional Services,250-999,Enterprise Connectivity,64.9,SQL,1,1
L001238,CU001238,2024-08-14,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BIR,Birmingham,Manufacturing,50-249,Enterprise Connectivity,63.1,MQL,1,0
L001239,CU001239,2024-08-15,Organic Search,Organic Search,CMP_ORG_EDI,Edinburgh,Healthcare,1000+,Remote Support,69.3,MQL,1,0
L001240,CU001240,2024-08-15,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Retail,1-49,Enterprise Connectivity,59.2,New,0,0
L001241,CU001241,2024-08-15,Direct,Direct,CMP_DIR_BIR,Birmingham,Education,1000+,Security Add-on,75.9,MQL,1,0
L001242,CU001242,2024-08-15,Paid Search - Brand,Paid Search - Brand,CMP_PAI_CAR,Cardiff,Professional Services,1-49,Security Add-on,71.2,SQL,1,1
L001243,CU001243,2024-08-15,Email,Email,CMP_EMA_BRI,Bristol,Healthcare,1-49,Remote Support,62.0,SQL,1,1
L001244,CU001244,2024-08-15,LinkedIn,LinkedIn,CMP_LIN_BIR,Birmingham,Technology,50-249,Enterprise Connectivity,79.0,MQL,1,0
L001245,CU001245,2024-08-15,Email,Email,CMP_EMA_BIR,Birmingham,Healthcare,50-249,Remote Support,66.5,SQL,1,1
L001246,CU001246,2024-08-15,Display,Display,CMP_DIS_LON,London,Retail,250-999,Enterprise Connectivity,73.3,New,0,0
L001247,CU001247,2024-08-16,Email,Email,CMP_EMA_MAN,Manchester,Education,250-999,Security Add-on,53.5,New,0,0
L001248,CU001248,2024-08-16,Email,Email,CMP_EMA_LEE,Leeds,Healthcare,1-49,Remote Access,79.4,New,0,0
L001249,CU001249,2024-08-16,Paid Social,Paid Social,CMP_PAI_LON,London,Professional Services,50-249,Remote Support,48.9,New,0,0
L001250,CU001250,2024-08-16,Paid Search - Brand,Paid Search - Brand,CMP_PAI_GLA,Glasgow,Technology,50-249,Enterprise Connectivity,77.2,New,0,0
L001251,CU001251,2024-08-16,Organic Search,Organic Search,CMP_ORG_LON,London,Professional Services,1000+,Security Add-on,57.5,New,0,0
L001252,CU001252,2024-08-16,Display,Display,CMP_DIS_MAN,Manchester,Technology,1000+,Security Add-on,47.2,New,0,0
L001253,CU001253,2024-08-16,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Technology,50-249,Remote Access,67.6,SQL,1,1
L001254,CU001254,2024-08-16,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Education,50-249,Enterprise Connectivity,82.1,New,0,0
L001255,CU001255,2024-08-17,Events,Events,CMP_EVE_LIV,Liverpool,Manufacturing,250-999,Enterprise Connectivity,80.9,New,0,0
L001256,CU001256,2024-08-17,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Retail,1000+,Remote Access,51.3,MQL,1,0
L001257,CU001257,2024-08-17,Email,Email,CMP_EMA_LON,London,Healthcare,50-249,Enterprise Connectivity,65.3,New,0,0
L001258,CU001258,2024-08-17,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_SHE,Sheffield,Healthcare,50-249,Security Add-on,73.2,New,0,0
L001259,CU001259,2024-08-17,Partner,Partner,CMP_PAR_LON,London,Healthcare,50-249,Remote Access,60.0,New,0,0
L001260,CU001260,2024-08-17,Direct,Direct,CMP_DIR_LEE,Leeds,Manufacturing,1000+,Security Add-on,68.7,New,0,0
L001261,CU001261,2024-08-18,Direct,Direct,CMP_DIR_BRI,Bristol,Retail,250-999,Remote Access,29.7,SQL,1,1
L001262,CU001262,2024-08-18,Paid Social,Paid Social,CMP_PAI_SHE,Sheffield,Retail,1-49,Remote Support,37.2,New,0,0
L001263,CU001263,2024-08-18,Partner,Partner,CMP_PAR_LON,London,Technology,1000+,Remote Support,61.2,New,0,0
L001264,CU001264,2024-08-18,Paid Search - Brand,Paid Search - Brand,CMP_PAI_EDI,Edinburgh,Manufacturing,50-249,Remote Support,45.9,MQL,1,0
L001265,CU001265,2024-08-19,Direct,Direct,CMP_DIR_LON,London,Professional Services,1000+,Remote Support,60.1,MQL,1,0
L001266,CU001266,2024-08-19,YouTube,YouTube,CMP_YOU_SHE,Sheffield,Retail,1-49,Security Add-on,69.0,New,0,0
L001267,CU001267,2024-08-19,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Retail,50-249,Security Add-on,50.5,New,0,0
L001268,CU001268,2024-08-19,Email,Email,CMP_EMA_GLA,Glasgow,Professional Services,1-49,Enterprise Connectivity,71.8,SQL,1,1
L001269,CU001269,2024-08-19,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LEE,Leeds,Manufacturing,1-49,Remote Support,66.6,New,0,0
L001270,CU001270,2024-08-19,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Healthcare,50-249,Enterprise Connectivity,60.8,MQL,1,0
L001271,CU001271,2024-08-19,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_CAR,Cardiff,Professional Services,1-49,Security Add-on,81.2,SQL,1,1
L001272,CU001272,2024-08-19,LinkedIn,LinkedIn,CMP_LIN_SHE,Sheffield,Education,250-999,Security Add-on,56.4,SQL,1,1
L001273,CU001273,2024-08-20,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Manufacturing,250-999,Security Add-on,61.4,MQL,1,0
L001274,CU001274,2024-08-20,Direct,Direct,CMP_DIR_MAN,Manchester,Education,250-999,Remote Access,79.8,New,0,0
L001275,CU001275,2024-08-20,Email,Email,CMP_EMA_EDI,Edinburgh,Technology,1000+,Remote Access,62.5,New,0,0
L001276,CU001276,2024-08-21,Events,Events,CMP_EVE_LON,London,Professional Services,1000+,Remote Support,50.7,SQL,1,1
L001277,CU001277,2024-08-21,Direct,Direct,CMP_DIR_LEE,Leeds,Healthcare,50-249,Enterprise Connectivity,44.6,SQL,1,1
L001278,CU001278,2024-08-21,LinkedIn,LinkedIn,CMP_LIN_CAR,Cardiff,Professional Services,250-999,Enterprise Connectivity,78.1,MQL,1,0
L001279,CU001279,2024-08-21,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Professional Services,50-249,Enterprise Connectivity,61.0,New,0,0
L001280,CU001280,2024-08-22,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_EDI,Edinburgh,Education,250-999,Security Add-on,40.2,New,0,0
L001281,CU001281,2024-08-22,Email,Email,CMP_EMA_LON,London,Education,1-49,Remote Access,61.7,New,0,0
L001282,CU001282,2024-08-22,Direct,Direct,CMP_DIR_LON,London,Healthcare,50-249,Security Add-on,74.4,New,0,0
L001283,CU001283,2024-08-22,Direct,Direct,CMP_DIR_EDI,Edinburgh,Healthcare,50-249,Remote Access,60.0,New,0,0
L001284,CU001284,2024-08-22,Organic Search,Organic Search,CMP_ORG_BIR,Birmingham,Education,250-999,Remote Support,60.1,New,0,0
L001285,CU001285,2024-08-22,Paid Search - Brand,Paid Search - Brand,CMP_PAI_EDI,Edinburgh,Professional Services,1-49,Security Add-on,57.7,New,0,0
L001286,CU001286,2024-08-23,Paid Search - Brand,Paid Search - Brand,CMP_PAI_SHE,Sheffield,Technology,250-999,Enterprise Connectivity,70.6,New,0,0
L001287,CU001287,2024-08-23,LinkedIn,LinkedIn,CMP_LIN_SHE,Sheffield,Healthcare,1000+,Remote Access,70.1,SQL,1,1
L001288,CU001288,2024-08-23,Events,Events,CMP_EVE_GLA,Glasgow,Manufacturing,50-249,Security Add-on,52.8,New,0,0
L001289,CU001289,2024-08-23,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_EDI,Edinburgh,Education,1000+,Remote Support,82.6,MQL,1,0
L001290,CU001290,2024-08-23,LinkedIn,LinkedIn,CMP_LIN_SHE,Sheffield,Education,1000+,Enterprise Connectivity,71.3,New,0,0
L001291,CU001291,2024-08-23,Paid Social,Paid Social,CMP_PAI_EDI,Edinburgh,Retail,250-999,Security Add-on,61.3,MQL,1,0
L001292,CU001292,2024-08-23,Events,Events,CMP_EVE_BRI,Bristol,Education,250-999,Remote Access,47.4,SQL,1,1
L001293,CU001293,2024-08-24,LinkedIn,LinkedIn,CMP_LIN_BIR,Birmingham,Manufacturing,250-999,Remote Access,69.7,SQL,1,1
L001294,CU001294,2024-08-24,Direct,Direct,CMP_DIR_BRI,Bristol,Retail,50-249,Remote Access,75.4,SQL,1,1
L001295,CU001295,2024-08-24,Organic Search,Organic Search,CMP_ORG_LON,London,Healthcare,1000+,Enterprise Connectivity,72.4,SQL,1,1
L001296,CU001296,2024-08-24,Partner,Partner,CMP_PAR_CAR,Cardiff,Healthcare,50-249,Remote Access,66.5,SQL,1,1
L001297,CU001297,2024-08-24,LinkedIn,LinkedIn,CMP_LIN_BIR,Birmingham,Retail,1000+,Security Add-on,77.2,SQL,1,1
L001298,CU001298,2024-08-24,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Professional Services,50-249,Remote Access,83.5,New,0,0
L001299,CU001299,2024-08-25,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Retail,1-49,Remote Support,74.5,New,0,0
L001300,CU001300,2024-08-25,Email,Email,CMP_EMA_LON,London,Retail,1000+,Enterprise Connectivity,48.1,New,0,0
L001301,CU001301,2024-08-25,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_GLA,Glasgow,Retail,1-49,Remote Support,71.4,New,0,0
L001302,CU001302,2024-08-25,Direct,Direct,CMP_DIR_BIR,Birmingham,Manufacturing,250-999,Enterprise Connectivity,69.3,New,0,0
L001303,CU001303,2024-08-25,Organic Search,Organic Search,CMP_ORG_LON,London,Retail,1-49,Remote Access,56.3,New,0,0
