customer_id,lead_id,acquisition_channel,acquisition_campaign,customer_start_date,initial_revenue_gbp,renewal_revenue_gbp,expansion_revenue_gbp,total_revenue_gbp,gross_margin_gbp,retention_months,churn_flag,actual_ltv_gbp
CU003373,L003373,Partner,CMP_PAR_MAN,2025-11-20,10445.79,0.0,0.0,10445.79,8730.26,13,1,10445.79
CU003381,L003381,Organic Search,CMP_ORG_MAN,2025-11-13,9640.95,10179.46,0.0,19820.41,16796.91,9,0,19820.41
CU003400,L003400,Events,CMP_EVE_EDI,2025-11-10,6262.89,4944.56,0.0,11207.44,8509.31,31,0,11207.44
CU003416,L003416,Paid Social,CMP_PAI_LON,2025-11-21,21217.52,19624.33,0.0,40841.86,32850.93,23,0,40841.86
CU003458,L003458,Paid Search - Non-Brand,CMP_PAI_LON,2025-10-17,19356.57,18933.06,0.0,38289.63,28366.46,11,0,38289.63
CU003498,L003498,Paid Search - Brand,CMP_PAI_BIR,2026-01-26,13852.02,7830.21,0.0,21682.22,18422.5,24,0,21682.22
CU003526,L003526,Paid Search - Brand,CMP_PAI_BRI,2026-01-07,109468.08,0.0,0.0,109468.08,77718.71,18,1,109468.08
CU003543,L003543,YouTube,CMP_YOU_BRI,2025-12-28,11326.02,12003.06,2081.28,25410.37,21596.43,35,0,25410.37
CU003547,L003547,Paid Search - Brand,CMP_PAI_GLA,2026-01-17,19483.59,19922.33,0.0,39405.92,30853.83,9,0,39405.92
CU003561,L003561,Paid Search - Non-Brand,CMP_PAI_LIV,2026-02-02,68392.82,0.0,18085.3,86478.12,72316.04,19,1,86478.12
CU003624,L003624,Paid Search - Non-Brand,CMP_PAI_LON,2026-01-18,62512.85,49815.62,13349.09,125677.56,90167.15,13,0,125677.56
CU003629,L003629,Paid Search - Brand,CMP_PAI_BIR,2025-11-27,33280.46,22693.21,0.0,55973.68,39859.25,17,0,55973.68
CU003662,L003662,Partner,CMP_PAR_MAN,2026-01-25,85904.55,0.0,0.0,85904.55,72083.28,19,1,85904.55
CU003676,L003676,LinkedIn,CMP_LIN_SHE,2026-02-01,71208.59,48180.52,0.0,119389.12,92642.45,23,0,119389.12
CU003682,L003682,Organic Search,CMP_ORG_MAN,2026-02-28,18982.39,13015.71,0.0,31998.09,24407.48,28,0,31998.09
CU003711,L003711,Events,CMP_EVE_LEE,2025-12-23,56146.95,34244.76,14512.35,104904.06,85632.31,19,0,104904.06
CU003719,L003719,Paid Search - Non-Brand,CMP_PAI_EDI,2026-02-06,64017.37,70066.53,0.0,134083.91,99581.29,20,0,134083.91
CU003724,L003724,Paid Search - Brand,CMP_PAI_GLA,2026-02-17,10468.3,6274.3,2594.08,19336.67,15604.13,35,0,19336.67
CU003748,L003748,Partner,CMP_PAR_BIR,2025-12-14,12969.43,0.0,0.0,12969.43,8878.64,20,1,12969.43
CU003751,L003751,Paid Search - Brand,CMP_PAI_MAN,2025-12-17,5891.92,6102.86,0.0,11994.78,8719.29,31,0,11994.78
CU003759,L003759,YouTube,CMP_YOU_LON,2026-02-01,5272.5,0.0,1384.66,6657.17,4896.77,35,1,6657.17
CU003774,L003774,LinkedIn,CMP_LIN_LIV,2026-02-07,78495.78,61494.0,0.0,139989.78,105943.75,19,0,139989.78
CU003798,L003798,Events,CMP_EVE_CAR,2026-02-12,14354.71,14710.58,0.0,29065.29,21348.77,13,0,29065.29
CU003813,L003813,Events,CMP_EVE_GLA,2026-02-27,7805.01,9119.97,0.0,16924.98,11814.54,19,0,16924.98
CU003825,L003825,YouTube,CMP_YOU_GLA,2026-01-13,16233.98,14137.6,0.0,30371.58,25881.87,29,0,30371.58
CU003827,L003827,Organic Search,CMP_ORG_BIR,2025-12-31,12930.17,7266.27,1180.67,21377.11,16471.02,33,0,21377.11
CU003854,L003854,LinkedIn,CMP_LIN_LEE,2026-04-01,38980.22,35765.71,0.0,74745.93,54275.02,25,0,74745.93
CU003861,L003861,Paid Search - Brand,CMP_PAI_LEE,2026-01-05,4917.37,0.0,0.0,4917.37,4127.12,12,1,4917.37
CU003877,L003877,Direct,CMP_DIR_LIV,2026-03-05,48499.7,59109.52,0.0,107609.22,87047.0,31,0,107609.22
CU003908,L003908,LinkedIn,CMP_LIN_LON,2026-04-07,13606.9,8219.66,920.91,22747.48,17499.68,22,0,22747.48
CU003914,L003914,Organic Search,CMP_ORG_LEE,2026-03-27,59038.64,0.0,0.0,59038.64,41822.55,13,1,59038.64
CU003919,L003919,Direct,CMP_DIR_SHE,2026-04-05,14063.03,14513.21,0.0,28576.25,20494.48,29,0,28576.25
CU003940,L003940,Partner,CMP_PAR_CAR,2026-04-19,10140.59,12389.03,0.0,22529.62,15757.18,27,0,22529.62
CU003966,L003966,LinkedIn,CMP_LIN_GLA,2026-04-03,24380.65,16321.64,0.0,40702.28,33981.98,18,0,40702.28
CU003989,L003989,Paid Search - Brand,CMP_PAI_LON,2026-03-08,6535.52,7757.37,1796.36,16089.25,13228.31,30,0,16089.25
