opportunity_id,lead_id,customer_id,created_date,close_date,product_id,opportunity_stage,pipeline_value_gbp,expected_value_gbp,closed_won_flag,closed_lost_flag,sales_cycle_days,loss_reason
O000230,L001182,CU001182,2024-08-06,2024-11-05,Remote Support,Closed Lost,52298.84,25103.44,0,1,91,No decision
O000231,L001190,CU001190,2024-08-12,2024-09-23,Remote Support,Closed Won,27061.32,9200.85,1,0,42,
O000232,L001191,CU001191,2024-08-11,2024-10-15,Enterprise Connectivity,Closed Won,67800.68,18984.19,1,0,65,
O000233,L001192,CU001192,2024-08-08,2024-10-21,Remote Access,Closed Lost,55663.94,15585.9,0,1,74,Competitor
O000234,L001201,CU001201,2024-08-20,2024-10-23,Enterprise Connectivity,Closed Lost,26932.48,9157.04,0,1,64,No decision
O000235,L001211,CU001211,2024-08-22,2024-11-11,Remote Support,Closed Lost,8247.48,2309.29,0,1,81,Timing
O000236,L001212,CU001212,2024-08-10,2024-10-30,Enterprise Connectivity,Closed Won,14110.1,3950.83,1,0,81,
O000237,L001215,CU001215,2024-08-16,2024-11-08,Remote Access,Closed Lost,43563.55,12197.79,0,1,84,Competitor
O000238,L001217,CU001217,2024-08-21,2024-09-28,Enterprise Connectivity,Closed Lost,38033.57,18256.11,0,1,38,Timing
O000239,L001236,CU001236,2024-08-19,2024-11-27,Remote Access,Closed Lost,64545.71,18072.8,0,1,100,No decision
O000240,L001242,CU001242,2024-08-16,2024-10-12,Remote Support,Closed Lost,4867.39,1362.87,0,1,57,Competitor
O000241,L001243,CU001243,2024-08-18,2024-09-09,Enterprise Connectivity,Closed Lost,11189.03,3132.93,0,1,22,No decision
O000242,L001245,CU001245,2024-08-22,2024-10-05,Remote Support,Closed Lost,11822.7,3310.36,0,1,44,Budget
O000243,L001268,CU001268,2024-08-23,2024-11-14,Remote Support,Closed Lost,7184.08,2011.54,0,1,83,Timing
O000244,L001272,CU001272,2024-09-01,2024-12-01,Remote Support,Closed Lost,38234.17,16058.35,0,1,91,Budget
O000245,L001276,CU001276,2024-09-02,2024-09-27,Remote Support,Closed Lost,93999.02,26319.73,0,1,25,Timing
O000246,L001287,CU001287,2024-09-04,2024-11-01,Remote Support,Closed Lost,75044.99,31518.9,0,1,58,Competitor
O000247,L001292,CU001292,2024-08-26,2024-12-22,Remote Access,Closed Won,44905.1,12573.43,1,0,118,
O000248,L001293,CU001293,2024-08-25,2024-10-17,Remote Access,Closed Won,44315.21,18612.39,1,0,53,
O000249,L001295,CU001295,2024-09-02,2024-11-05,Remote Access,Closed Lost,69784.62,19539.69,0,1,64,Budget
O000250,L001297,CU001297,2024-09-04,2024-10-14,Remote Access,Closed Lost,130218.35,62504.81,0,1,40,Timing
O000251,L001306,CU001306,2024-09-02,2024-10-20,Enterprise Connectivity,Closed Lost,8975.92,3051.81,0,1,48,Budget
O000252,L001311,CU001311,2024-08-28,2024-09-29,Remote Access,Closed Won,14729.03,4124.13,1,0,32,
O000253,L001313,CU001313,2024-08-27,2024-12-15,Remote Access,Closed Lost,32313.91,13571.84,0,1,110,Timing
O000254,L001314,CU001314,2024-08-30,2024-10-26,Security Add-on,Closed Lost,12168.91,3407.29,0,1,57,Budget
O000255,L001322,CU001322,2024-09-06,2024-12-19,Remote Access,Closed Lost,80538.71,27383.16,0,1,104,Timing
O000256,L001333,CU001333,2024-09-05,2024-11-18,Security Add-on,Closed Lost,10537.54,2950.51,0,1,74,Budget
O000257,L001353,CU001353,2024-09-12,2024-10-02,Security Add-on,Closed Won,32516.35,9104.58,1,0,20,
O000258,L001366,CU001366,2024-09-09,2025-01-02,Remote Support,Closed Lost,77734.73,26429.81,0,1,115,Budget
O000259,L001370,CU001370,2024-09-12,2024-12-10,Security Add-on,Closed Lost,4685.18,1311.85,0,1,89,No decision
O000260,L001375,CU001375,2024-09-16,2024-10-31,Security Add-on,Closed Won,9874.98,1975.0,1,0,45,
O000261,L001384,CU001384,2024-09-23,2024-10-29,Enterprise Connectivity,Closed Lost,33749.13,11474.7,0,1,36,Budget
O000262,L001386,CU001386,2024-09-15,2024-10-19,Enterprise Connectivity,Closed Lost,39298.39,11003.55,0,1,34,Timing
O000263,L001388,CU001388,2024-09-14,2024-12-19,Remote Support,Closed Lost,24296.18,8260.7,0,1,96,Timing
O000264,L001392,CU001392,2024-09-14,2024-12-31,Remote Support,Closed Won,47586.91,13324.33,1,0,108,
O000265,L001398,CU001398,2024-09-22,2024-11-24,Remote Access,Closed Lost,30846.72,8637.08,0,1,63,Budget
O000266,L001399,CU001399,2024-09-14,2024-10-31,Security Add-on,Closed Lost,33794.19,11490.03,0,1,47,Budget
O000267,L001402,CU001402,2024-09-13,2024-10-08,Security Add-on,Closed Won,51671.92,14468.14,1,0,25,
O000268,L001405,CU001405,2024-09-19,2024-11-03,Remote Access,Closed Lost,11161.38,2232.28,0,1,45,No decision
O000269,L001407,CU001407,2024-09-23,2024-12-25,Enterprise Connectivity,Closed Lost,4478.82,895.76,0,1,93,Timing
O000270,L001410,CU001410,2024-09-14,2024-12-06,Enterprise Connectivity,Closed Lost,18028.91,5048.09,0,1,83,Timing
O000271,L001412,CU001412,2024-09-22,2024-11-23,Remote Access,Closed Lost,36831.37,12522.67,0,1,62,No decision
O000272,L001413,CU001413,2024-09-24,2024-10-28,Security Add-on,Closed Lost,62726.21,17563.34,0,1,34,Competitor
O000273,L001425,CU001425,2024-09-27,2024-11-19,Security Add-on,Closed Won,3227.59,903.73,1,0,53,
O000274,L001429,CU001429,2024-09-20,2025-01-10,Enterprise Connectivity,Closed Lost,5852.3,1170.46,0,1,112,Budget
O000275,L001435,CU001435,2024-09-28,2025-01-22,Security Add-on,Closed Lost,36664.23,12465.84,0,1,116,Budget
O000276,L001452,CU001452,2024-09-30,2024-12-29,Remote Access,Closed Lost,54486.91,15256.33,0,1,90,Timing
O000277,L001461,CU001461,2024-09-28,2024-12-28,Enterprise Connectivity,Closed Lost,52530.56,17860.39,0,1,91,No decision
O000278,L001462,CU001462,2024-09-30,2024-11-09,Security Add-on,Closed Lost,22908.62,6414.41,0,1,40,Competitor
O000279,L001470,CU001470,2024-09-24,2024-11-11,Enterprise Connectivity,Closed Lost,43195.76,12094.81,0,1,48,Timing
O000280,L001473,CU001473,2024-09-30,2024-12-20,Remote Support,Closed Lost,5527.89,1547.81,0,1,81,Competitor
O000281,L001476,CU001476,2024-10-04,2024-12-03,Security Add-on,Closed Lost,6360.46,2162.56,0,1,60,Competitor
O000282,L001480,CU001480,2024-09-27,2024-11-17,Remote Access,Closed Won,29482.0,8254.96,1,0,51,
O000283,L001481,CU001481,2024-09-26,2024-12-26,Remote Access,Closed Lost,7132.1,1996.99,0,1,91,No decision
O000284,L001483,CU001483,2024-10-01,2024-12-25,Security Add-on,Closed Won,61824.69,17310.91,1,0,85,
O000285,L001484,CU001484,2024-10-07,2025-02-03,Enterprise Connectivity,Closed Lost,28424.48,7958.85,0,1,119,Competitor
O000286,L001490,CU001490,2024-09-28,2024-10-19,Enterprise Connectivity,Closed Lost,54495.68,15258.79,0,1,21,Budget
O000287,L001499,CU001499,2024-10-01,2025-01-01,Security Add-on,Closed Won,15272.98,5192.81,1,0,92,
O000288,L001503,CU001503,2024-10-05,2025-01-18,Remote Access,Closed Lost,67453.19,18886.89,0,1,105,Timing
O000289,L001508,CU001508,2024-10-06,2025-01-06,Enterprise Connectivity,Closed Lost,10728.31,3003.93,0,1,92,Timing
O000290,L001526,CU001526,2024-10-07,2025-01-15,Security Add-on,Closed Lost,30151.37,8442.38,0,1,100,Timing
O000291,L001531,CU001531,2024-10-15,2024-12-31,Security Add-on,Closed Lost,25173.26,7048.51,0,1,77,Budget
O000292,L001532,CU001532,2024-10-02,2024-12-13,Remote Support,Closed Won,38950.58,10906.16,1,0,72,
O000293,L001533,CU001533,2024-10-03,2024-11-11,Enterprise Connectivity,Closed Lost,10851.42,3038.4,0,1,39,Budget
O000294,L001536,CU001536,2024-10-16,2025-01-31,Remote Access,Closed Lost,3502.96,980.83,0,1,107,Budget
O000295,L001539,CU001539,2024-10-13,2025-02-01,Remote Support,Closed Lost,21655.06,7362.72,0,1,111,Budget
O000296,L001549,CU001549,2024-10-12,2024-11-08,Remote Support,Closed Won,42473.77,11892.66,1,0,27,
O000297,L001554,CU001554,2024-10-12,2025-01-14,Remote Support,Closed Lost,15605.52,3121.1,0,1,94,Budget
O000298,L001555,CU001555,2024-10-17,2025-01-13,Remote Access,Closed Won,26577.15,7441.6,1,0,88,
O000299,L001556,CU001556,2024-10-08,2024-11-05,Remote Support,Closed Lost,12860.34,3600.89,0,1,28,Budget
O000300,L001561,CU001561,2024-10-14,2025-02-02,Remote Support,Closed Won,8737.41,2446.48,1,0,111,
O000301,L001564,CU001564,2024-10-13,2025-01-15,Security Add-on,Closed Lost,12362.35,4203.2,0,1,94,No decision
O000302,L001571,CU001571,2024-10-18,2024-12-22,Security Add-on,Closed Won,74528.29,20867.92,1,0,65,
O000303,L001576,CU001576,2024-10-12,2024-11-16,Remote Access,Closed Lost,32889.75,13813.7,0,1,35,Competitor
O000304,L001581,CU001581,2024-10-23,2025-01-05,Enterprise Connectivity,Closed Won,11502.59,3220.73,1,0,74,
O000305,L001582,CU001582,2024-10-23,2024-12-17,Remote Support,Closed Lost,38771.26,10855.95,0,1,55,Timing
O000306,L001583,CU001583,2024-10-24,2025-01-18,Remote Access,Closed Lost,100753.55,28210.99,0,1,86,Competitor
O000307,L001584,CU001584,2024-10-16,2025-01-22,Remote Support,Closed Lost,81421.27,22797.95,0,1,98,No decision
O000308,L001585,CU001585,2024-10-13,2024-12-03,Security Add-on,Closed Lost,7174.1,2008.75,0,1,51,No decision
O000309,L001595,CU001595,2024-10-24,2024-12-06,Remote Access,Closed Won,48743.1,13648.07,1,0,43,
O000310,L001596,CU001596,2024-10-18,2024-11-24,Security Add-on,Closed Lost,35446.72,9925.08,0,1,37,No decision
O000311,L001604,CU001604,2024-10-26,2025-02-13,Remote Access,Closed Lost,16619.42,4653.44,0,1,110,Budget
O000312,L001606,CU001606,2024-10-17,2024-12-20,Remote Access,Closed Lost,22291.95,6241.75,0,1,64,Budget
O000313,L001607,CU001607,2024-10-23,2025-01-13,Security Add-on,Closed Lost,10623.98,3612.15,0,1,82,Budget
O000314,L001627,CU001627,2024-10-24,2025-01-19,Remote Access,Closed Won,11754.96,3996.69,1,0,87,
O000315,L001629,CU001629,2024-10-25,2024-12-21,Security Add-on,Closed Lost,29955.02,8387.4,0,1,57,Budget
O000316,L001631,CU001631,2024-10-25,2025-01-19,Security Add-on,Closed Won,74545.48,35781.83,1,0,86,
O000317,L001635,CU001635,2024-10-31,2024-11-20,Security Add-on,Closed Lost,58555.18,16395.45,0,1,20,No decision
O000318,L001645,CU001645,2024-11-04,2024-12-11,Remote Access,Closed Lost,37306.45,10445.81,0,1,37,No decision
O000319,L001648,CU001648,2024-11-01,2025-01-12,Enterprise Connectivity,Closed Won,8583.88,2918.52,1,0,72,
O000320,L001649,CU001649,2024-11-05,2025-01-03,Remote Access,Closed Won,19451.5,5446.42,1,0,59,
O000321,L001650,CU001650,2024-11-03,2025-02-26,Remote Access,Closed Lost,15548.05,6530.18,0,1,115,Competitor
O000322,L001658,CU001658,2024-11-02,2024-12-21,Enterprise Connectivity,Closed Lost,11899.19,3331.77,0,1,49,Budget
O000323,L001660,CU001660,2024-10-25,2025-01-16,Remote Support,Closed Won,68283.68,19119.43,1,0,83,
O000324,L001667,CU001667,2024-10-26,2024-12-02,Remote Access,Closed Lost,71897.42,20131.28,0,1,37,Timing
O000325,L001668,CU001668,2024-10-28,2024-12-31,Remote Support,Closed Lost,47414.96,13276.19,0,1,64,No decision
O000326,L001679,CU001679,2024-11-07,2024-11-30,Remote Support,Closed Lost,20525.53,5747.15,0,1,23,No decision
O000327,L001686,CU001686,2024-11-07,2024-12-28,Remote Support,Closed Lost,10962.75,3069.57,0,1,51,No decision
O000328,L001709,CU001709,2024-11-08,2025-02-09,Security Add-on,Closed Lost,10176.2,3459.91,0,1,93,No decision
O000329,L001712,CU001712,2024-11-06,2025-02-21,Enterprise Connectivity,Closed Lost,30425.9,10344.8,0,1,107,Competitor
O000330,L001719,CU001719,2024-11-14,2025-01-06,Enterprise Connectivity,Closed Lost,12982.33,3635.05,0,1,53,Timing
O000331,L001724,CU001724,2024-11-14,2025-02-09,Remote Access,Closed Lost,13577.2,3801.62,0,1,87,Competitor
O000332,L001733,CU001733,2024-11-10,2025-03-05,Remote Support,Closed Won,55056.78,26427.26,1,0,115,
O000333,L001734,CU001734,2024-11-16,2024-12-25,Remote Support,Closed Lost,26399.81,11087.92,0,1,39,Timing
O000334,L001740,CU001740,2024-11-14,2025-01-27,Security Add-on,Closed Won,17294.63,4842.5,1,0,74,
O000335,L001774,CU001774,2024-11-16,2024-12-23,Remote Access,Closed Lost,25937.49,7262.5,0,1,37,Budget
O000336,L001777,CU001777,2024-11-17,2025-02-26,Security Add-on,Closed Lost,17201.79,4816.5,0,1,101,Competitor
O000337,L001796,CU001796,2024-11-21,2024-12-12,Security Add-on,Closed Won,12429.75,3480.33,1,0,21,
O000338,L001797,CU001797,2024-11-29,2025-03-11,Remote Support,Closed Won,5973.6,1194.72,1,0,102,
O000339,L001802,CU001802,2024-11-26,2025-01-10,Enterprise Connectivity,Closed Won,11358.22,3180.3,1,0,45,
O000340,L001807,CU001807,2024-11-30,2025-03-16,Enterprise Connectivity,Closed Lost,23754.8,6651.34,0,1,106,Timing
O000341,L001808,CU001808,2024-11-30,2025-03-21,Remote Support,Closed Lost,47422.99,13278.44,0,1,111,No decision
O000342,L001812,CU001812,2024-11-30,2025-03-23,Remote Support,Closed Lost,5267.46,1790.94,0,1,113,No decision
O000343,L001816,CU001816,2024-11-29,2025-02-02,Enterprise Connectivity,Closed Won,6780.17,1898.45,1,0,65,
O000344,L001818,CU001818,2024-11-23,2024-12-22,Remote Access,Closed Lost,88937.77,42690.13,0,1,29,Budget
O000345,L001821,CU001821,2024-12-04,2025-02-02,Remote Support,Closed Lost,32699.42,9155.84,0,1,60,No decision
O000346,L001824,CU001824,2024-11-28,2025-02-25,Remote Access,Closed Lost,18609.48,6327.22,0,1,89,Timing
O000347,L001833,CU001833,2024-11-26,2025-02-17,Remote Access,Closed Won,14847.9,7126.99,1,0,83,
O000348,L001834,CU001834,2024-11-28,2025-02-03,Enterprise Connectivity,Closed Won,58694.0,19955.96,1,0,67,
O000349,L001841,CU001841,2024-12-01,2025-03-16,Security Add-on,Closed Lost,32637.0,9138.36,0,1,105,Timing
O000350,L001842,CU001842,2024-11-25,2025-02-21,Remote Access,Closed Lost,5384.25,1507.59,0,1,88,No decision
O000351,L001844,CU001844,2024-11-29,2025-01-22,Remote Support,Closed Lost,10086.98,2824.35,0,1,54,Timing
O000352,L001847,CU001847,2024-11-25,2025-01-09,Security Add-on,Closed Lost,13585.8,4619.17,0,1,45,Budget
O000353,L001852,CU001852,2024-12-08,2025-03-28,Enterprise Connectivity,Closed Lost,13424.32,2684.86,0,1,110,Competitor
O000354,L001853,CU001853,2024-12-09,2024-12-31,Enterprise Connectivity,Closed Won,10411.72,2915.28,1,0,22,
O000355,L001855,CU001855,2024-12-02,2025-01-18,Remote Support,Closed Won,7287.21,3497.86,1,0,47,
O000356,L001856,CU001856,2024-11-27,2025-03-19,Security Add-on,Closed Lost,5817.36,1628.86,0,1,112,Timing
O000357,L001860,CU001860,2024-11-29,2025-03-24,Enterprise Connectivity,Closed Lost,20544.43,5752.44,0,1,115,Timing
O000358,L001875,CU001875,2024-12-05,2025-03-02,Enterprise Connectivity,Closed Lost,16002.65,4480.74,0,1,87,Competitor
O000359,L001876,CU001876,2024-12-03,2025-03-19,Remote Support,Closed Lost,6197.0,1735.16,0,1,106,Timing
O000360,L001883,CU001883,2024-12-07,2025-02-26,Security Add-on,Closed Lost,76962.87,21549.6,0,1,81,Budget
O000361,L001890,CU001890,2024-12-10,2025-02-03,Enterprise Connectivity,Closed Lost,12611.54,3531.23,0,1,55,Budget
O000362,L001891,CU001891,2024-12-10,2025-02-28,Remote Access,Closed Lost,4986.18,1396.13,0,1,80,No decision
O000363,L001893,CU001893,2024-12-03,2024-12-30,Remote Access,Closed Lost,14444.98,4044.6,0,1,27,No decision
O000364,L001898,CU001898,2024-12-06,2025-02-16,Remote Access,Closed Lost,21137.7,5918.55,0,1,72,No decision
O000365,L001901,CU001901,2024-12-11,2025-02-13,Security Add-on,Closed Won,95339.09,26694.95,1,0,64,
O000366,L001905,CU001905,2024-12-13,2025-04-03,Remote Access,Closed Lost,9497.65,2659.34,0,1,111,Competitor
O000367,L001906,CU001906,2024-12-14,2025-02-26,Remote Support,Closed Won,6438.52,2189.1,1,0,74,
O000368,L001907,CU001907,2024-12-16,2025-01-26,Remote Access,Closed Lost,9760.88,2733.05,0,1,41,Budget
O000369,L001908,CU001908,2024-12-12,2025-02-18,Remote Support,Closed Won,6634.57,2255.75,1,0,68,
O000370,L001916,CU001916,2024-12-16,2025-01-27,Enterprise Connectivity,Closed Lost,4401.67,1232.47,0,1,42,Timing
O000371,L001921,CU001921,2024-12-06,2025-03-17,Remote Support,Closed Lost,56463.57,15809.8,0,1,101,Budget
O000372,L001924,CU001924,2024-12-08,2025-03-03,Remote Access,Closed Lost,106797.62,51262.86,0,1,85,No decision
O000373,L001927,CU001927,2024-12-20,2025-03-13,Enterprise Connectivity,Closed Won,31594.81,8846.55,1,0,83,
O000374,L001931,CU001931,2024-12-22,2025-02-07,Security Add-on,Closed Lost,60176.36,20459.96,0,1,47,Competitor
O000375,L001933,CU001933,2024-12-16,2025-03-26,Remote Access,Closed Lost,16089.39,4505.03,0,1,100,No decision
O000376,L001934,CU001934,2024-12-19,2025-02-19,Security Add-on,Closed Won,15504.91,3100.98,1,0,62,
O000377,L001949,CU001949,2024-12-21,2025-01-14,Security Add-on,Closed Lost,8389.74,2349.13,0,1,24,Budget
O000378,L001958,CU001958,2024-12-21,2025-01-11,Enterprise Connectivity,Closed Won,16219.66,4541.51,1,0,21,
O000379,L001959,CU001959,2024-12-19,2025-03-10,Security Add-on,Closed Lost,6703.62,1877.01,0,1,81,No decision
O000380,L001964,CU001964,2024-12-20,2025-04-15,Remote Support,Closed Lost,7045.14,2395.35,0,1,116,Budget
O000381,L001965,CU001965,2024-12-19,2025-04-13,Remote Support,Closed Won,8466.81,2370.71,1,0,115,
O000382,L001969,CU001969,2024-12-27,2025-02-11,Enterprise Connectivity,Closed Lost,31545.55,8832.75,0,1,46,No decision
O000383,L001970,CU001970,2024-12-19,2025-01-15,Remote Support,Closed Won,18161.23,7627.71,1,0,27,
O000384,L001971,CU001971,2024-12-19,2025-03-03,Remote Access,Closed Won,65381.98,22229.87,1,0,74,
O000385,L001976,CU001976,2024-12-31,2025-02-27,Security Add-on,Closed Lost,88943.85,24904.28,0,1,58,Timing
O000386,L001980,CU001980,2024-12-27,2025-02-21,Enterprise Connectivity,Closed Lost,11227.73,3143.76,0,1,56,Competitor
O000387,L001987,CU001987,2024-12-30,2025-03-02,Remote Support,Closed Lost,13484.4,4584.69,0,1,62,Timing
O000388,L001993,CU001993,2025-01-01,2025-02-01,Remote Access,Closed Won,97821.95,41085.22,1,0,31,
O000389,L001996,CU001996,2024-12-29,2025-01-26,Remote Support,Closed Lost,19757.59,3951.52,0,1,28,No decision
O000390,L001998,CU001998,2024-12-25,2025-02-17,Security Add-on,Closed Won,13038.77,5476.28,1,0,54,
O000391,L002007,CU002007,2024-12-31,2025-04-23,Remote Support,Closed Lost,19558.54,5476.39,0,1,113,Competitor
O000392,L002015,CU002015,2025-01-04,2025-02-04,Remote Support,Closed Lost,21949.97,4389.99,0,1,31,Timing
O000393,L002017,CU002017,2025-01-03,2025-01-30,Security Add-on,Closed Lost,56287.03,15760.37,0,1,27,Budget
O000394,L002026,CU002026,2025-01-02,2025-02-09,Remote Support,Closed Lost,4364.25,1221.99,0,1,38,Competitor
O000395,L002028,CU002028,2025-01-07,2025-03-06,Remote Access,Closed Won,5000.49,1400.14,1,0,58,
O000396,L002031,CU002031,2025-01-12,2025-02-15,Remote Access,Closed Lost,40532.06,11348.98,0,1,34,Competitor
O000397,L002045,CU002045,2025-01-09,2025-02-20,Remote Support,Closed Lost,4909.24,1374.59,0,1,42,No decision
O000398,L002052,CU002052,2025-01-15,2025-05-04,Security Add-on,Closed Lost,10081.22,2822.74,0,1,109,Competitor
O000399,L002067,CU002067,2025-01-16,2025-04-01,Remote Access,Closed Lost,33658.86,9424.48,0,1,75,Competitor
O000400,L002068,CU002068,2025-01-11,2025-05-03,Remote Support,Closed Lost,85044.87,28915.26,0,1,112,No decision
O000401,L002073,CU002073,2025-01-19,2025-03-11,Enterprise Connectivity,Closed Lost,29341.16,8215.52,0,1,51,No decision
O000402,L002082,CU002082,2025-01-10,2025-04-29,Enterprise Connectivity,Closed Lost,10571.31,2959.97,0,1,109,Timing
O000403,L002086,CU002086,2025-01-20,2025-03-13,Remote Support,Closed Lost,29763.55,8333.79,0,1,52,Budget
O000404,L002096,CU002096,2025-01-22,2025-04-20,Remote Access,Closed Lost,42534.5,20416.56,0,1,88,No decision
O000405,L002102,CU002102,2025-01-26,2025-04-02,Remote Access,Closed Lost,12214.8,2442.96,0,1,66,No decision
O000406,L002103,CU002103,2025-01-21,2025-04-15,Security Add-on,Closed Won,24090.34,6745.29,1,0,84,
O000407,L002116,CU002116,2025-01-16,2025-03-25,Security Add-on,Closed Lost,86980.79,24354.62,0,1,68,Timing
O000408,L002118,CU002118,2025-01-16,2025-02-24,Remote Access,Closed Lost,6980.39,1954.51,0,1,39,Timing
O000409,L002119,CU002119,2025-01-26,2025-02-20,Enterprise Connectivity,Closed Lost,9671.66,2708.07,0,1,25,No decision
O000410,L002128,CU002128,2025-01-26,2025-03-23,Enterprise Connectivity,Closed Won,50847.78,21356.07,1,0,56,
O000411,L002133,CU002133,2025-01-27,2025-03-17,Remote Support,Closed Lost,28640.31,8019.29,0,1,49,Timing
O000412,L002159,CU002159,2025-02-01,2025-03-29,Remote Access,Closed Lost,50827.8,17281.45,0,1,56,No decision
O000413,L002166,CU002166,2025-02-05,2025-04-06,Remote Support,Closed Lost,17561.99,4917.36,0,1,60,Budget
O000414,L002168,CU002168,2025-01-27,2025-03-26,Remote Access,Closed Lost,6881.39,2339.67,0,1,58,Budget
O000415,L002170,CU002170,2025-02-08,2025-04-11,Enterprise Connectivity,Closed Lost,15652.9,4382.81,0,1,62,Timing
O000416,L002180,CU002180,2025-02-07,2025-04-23,Remote Support,Closed Lost,23339.45,6535.05,0,1,75,No decision
O000417,L002181,CU002181,2025-02-04,2025-02-27,Remote Access,Closed Lost,12339.9,3455.17,0,1,23,Competitor
O000418,L002184,CU002184,2025-02-04,2025-05-05,Security Add-on,Closed Lost,11143.63,3120.22,0,1,90,Budget
O000419,L002188,CU002188,2025-02-07,2025-05-05,Enterprise Connectivity,Closed Lost,13822.2,4699.55,0,1,87,Budget
O000420,L002189,CU002189,2025-02-03,2025-03-19,Enterprise Connectivity,Closed Lost,31410.84,8795.04,0,1,44,Timing
O000421,L002191,CU002191,2025-02-08,2025-04-01,Remote Support,Closed Won,46729.04,13084.13,1,0,52,
O000422,L002193,CU002193,2025-02-13,2025-06-05,Security Add-on,Closed Lost,6156.19,2093.1,0,1,112,Competitor
O000423,L002198,CU002198,2025-02-05,2025-04-11,Remote Support,Closed Lost,37817.94,18152.61,0,1,65,Timing
O000424,L002199,CU002199,2025-02-12,2025-06-08,Remote Access,Closed Lost,58189.67,19784.49,0,1,116,No decision
O000425,L002200,CU002200,2025-02-12,2025-04-16,Remote Access,Closed Lost,23114.79,11095.1,0,1,63,Timing
O000426,L002203,CU002203,2025-02-13,2025-04-19,Remote Support,Closed Won,8849.43,2477.84,1,0,65,
O000427,L002204,CU002204,2025-02-04,2025-04-28,Security Add-on,Closed Lost,71868.59,20123.2,0,1,83,No decision
O000428,L002211,CU002211,2025-02-12,2025-03-13,Remote Support,Closed Lost,49152.36,13762.66,0,1,29,No decision
O000429,L002225,CU002225,2025-02-13,2025-05-15,Remote Access,Closed Lost,44043.05,12332.05,0,1,91,Competitor
O000430,L002226,CU002226,2025-02-13,2025-04-21,Enterprise Connectivity,Closed Lost,31996.55,10878.83,0,1,67,Timing
O000431,L002228,CU002228,2025-02-11,2025-06-05,Enterprise Connectivity,Closed Lost,12400.32,3472.09,0,1,114,Competitor
O000432,L002229,CU002229,2025-02-14,2025-05-06,Security Add-on,Closed Lost,104708.92,50260.28,0,1,81,Competitor
O000433,L002234,CU002234,2025-02-23,2025-03-28,Remote Support,Closed Lost,5252.74,2521.32,0,1,33,No decision
O000434,L002236,CU002236,2025-02-11,2025-05-01,Remote Access,Closed Lost,21377.32,7268.29,0,1,79,No decision
O000435,L002239,CU002239,2025-02-18,2025-03-13,Security Add-on,Closed Lost,24626.4,6895.39,0,1,23,No decision
O000436,L002244,CU002244,2025-02-25,2025-04-05,Remote Support,Closed Lost,37899.63,12885.87,0,1,39,Timing
O000437,L002245,CU002245,2025-02-23,2025-06-20,Enterprise Connectivity,Closed Won,23125.26,6475.07,1,0,117,
O000438,L002254,CU002254,2025-02-22,2025-05-31,Remote Access,Closed Won,44186.07,12372.1,1,0,98,
O000439,L002280,CU002280,2025-03-05,2025-05-05,Remote Access,Closed Lost,17999.83,5039.95,0,1,61,Budget
O000440,L002298,CU002298,2025-03-04,2025-06-27,Enterprise Connectivity,Closed Lost,50116.25,24055.8,0,1,115,Competitor
O000441,L002300,CU002300,2025-02-25,2025-06-24,Remote Access,Closed Lost,19345.3,5416.68,0,1,119,Budget
O000442,L002302,CU002302,2025-02-28,2025-04-13,Remote Access,Closed Lost,65436.33,18322.17,0,1,44,Timing
O000443,L002304,CU002304,2025-03-02,2025-05-12,Enterprise Connectivity,Closed Lost,78503.99,26691.36,0,1,71,Timing
O000444,L002305,CU002305,2025-03-09,2025-05-18,Remote Support,Closed Lost,5342.45,1495.88,0,1,70,No decision
O000445,L002310,CU002310,2025-03-09,2025-07-04,Remote Support,Closed Lost,75469.14,21131.36,0,1,117,Budget
O000446,L002313,CU002313,2025-03-02,2025-05-07,Remote Support,Closed Lost,82801.69,23184.47,0,1,66,Timing
O000447,L002320,CU002320,2025-03-08,2025-06-04,Security Add-on,Closed Lost,42233.05,11825.25,0,1,88,No decision
O000448,L002333,CU002333,2025-03-08,2025-06-04,Remote Support,Closed Lost,7361.83,2061.31,0,1,88,Timing
O000449,L002334,CU002334,2025-03-13,2025-04-09,Remote Access,Closed Lost,9929.68,2780.31,0,1,27,Budget
O000450,L002339,CU002339,2025-03-02,2025-05-06,Enterprise Connectivity,Closed Lost,80758.45,38764.05,0,1,65,Budget
O000451,L002350,CU002350,2025-03-13,2025-05-30,Security Add-on,Closed Lost,15127.1,5143.21,0,1,78,Timing
O000452,L002353,CU002353,2025-03-14,2025-07-08,Enterprise Connectivity,Closed Lost,88729.61,37266.44,0,1,116,Budget
O000453,L002358,CU002358,2025-03-14,2025-04-23,Remote Support,Closed Lost,34536.11,16577.33,0,1,40,No decision
O000454,L002363,CU002363,2025-03-11,2025-05-13,Security Add-on,Closed Lost,47129.77,13196.34,0,1,63,No decision
O000455,L002372,CU002372,2025-03-10,2025-06-13,Security Add-on,Closed Lost,12423.43,3478.56,0,1,95,No decision
O000456,L002374,CU002374,2025-03-13,2025-05-31,Remote Access,Closed Lost,6900.46,1932.13,0,1,79,Budget
O000457,L002382,CU002382,2025-03-11,2025-05-06,Security Add-on,Closed Won,40244.94,11268.58,1,0,56,
O000458,L002383,CU002383,2025-03-16,2025-04-12,Remote Access,Closed Lost,10527.81,3579.45,0,1,27,Competitor
